clean 	 stay night Hotel Fusion . great location , clean job tourist day . little bit funky smell , go away . one thing wall paper thin , expect hear many noise stay . say do , Hotel nice base trip , definately Hilton Marriott , decent boutique hotel . 
 Feb 16 2009 	 watch Homeless People 	 girlfriend get great deal trip San Francisco , include three night Hotel Fusion . have SF , know great location . read previous review not - so - stellar breakfast , decide could live . hotel easy get clean . room spotless , exception food stain curtain . coffee pot nowhere near outlet , rearrange . room second floor face street . many people complain noise hotel , not find problem . window close , could not hear people party club downstairs Saturday night . however , one big problem hotel : staff lack concern guest . first day hotel find elevator homeless man wander around hotel . two young female traveler , not like idea random homeless people traipse place . ( be New York City , deal homeless people everyday . feel safe hotel another matter entirely . ) immediately go downstairs see concierge matter . call colleague , go upstairs investigate . apparently , homeless people come build frequently . instead ask man leave , hotel staff person simply say , & quot ; hey , scared girl . & quot ; exactly response look . nevertheless , point , take stair . two day later , wait lobby tour bus pick we , homeless woman wander rant satan pop culture . several hotel guest not speak English stand near door . concierge walk bag make sure nothing steal , not ask homeless woman leave building . acceptable . I understand homelessness huge problem San Francisco . understand compare homeless culture every city New York City . however , border - hotel one border . feel safe hotel likely return . 
 Jan 14 2009 	 Bad news price 	 great front desk people , great , great . cleaner , great , great . small , small room price regular room , not problem , not pay price regular hotel room . Breakfast go 9:00am stale . coffee weeeeeeeaaaaak . , front desk staff cool understanding point , concierge . ' m & quot ; fancy pant & quot ; know ' m gettin ' rip . $ 99 / night ... season price ... 
 Dec 30 2008 	 Great Location - censor internet access 	 location awesome shopping discover great , great city San Francisco . room simple , modern furnished , spacious small . air - con problem December . the staff friendly helpful . so 3 star ? believe , live San Francisco 2008 guy censor internet access . might say , hell adult site - sonic wall stop well look nice place want sip whisky sour . ? may visit site promote alcohol / tobacco . I hat invasion privacy - definitely return narrow minded place . 
 Dec 1 2008 	 good location . 	 pro : -great location one block Powell Street cable car turnaround - extremely clean bathroom - attentive staff - light continental breakfast provide free ( bagel , toast , muffin , juice , tea , coffee fruit ) -room amenity include : hairdryer , fan , iron ironing board , flat screen tv , room safe , minibarcon : -no air condition 
 Nov 17 2008 	 Great Location - 's extent ! 	 let lesson ... check sure air conditioning provide book hotel . normally , San Francisco , A / c issue , happen heat wave . small fan closet , little move hot air around . window look interior shaft cool air pull room . blind broken room , small . could barely walk around bed . hotel great location near BART station , would never stay Hotel Fusion . small ( non - existant ) lobby continental breakfast pathetic .. 
 Nov 15 2008 	 well little hotel block 	 need place stay 6 night San Francisco travel agent pick one . honestly say good choice could make ! place modern , clean staff ace . room furnish simple modern stylish way . adequate need . staff give we useful tip getting stay , include good tip get around city see not miss . stay manager throw weekly meet greet wine nibble guest mingle everyone seek opinion hotel . nice touch good way get direct feedback . great little hotel city break . try - may like ! ! ! 
 Oct 25 2008 	 GREAT 	 small room , furniture brand new spotlessly clean . Took BART airport . brilliant location . would definately stay ever San Fran . 
 Oct 21 2008 	 definitely good option ! ! ! 	 good time property ... accomodation really nice , also service espectacular ... would recommend hotel anybody : ) think come back next vacation ... anytime ... 
 Oct 18 2008 	 Excellent Value 	 tear betwen 3 4 rating , somewhere middle guess yes room small slightly noisy ( 5th floor ) , extremely clean , nicely refurbish , excellent location . price certainly justify stay . 
 Oct 15 2008 	 Lovely Hotel vey noisy 	 stay hotel 3 night ( room 504 ) . room nice aircon . surround area noisy especially midnight . could sleep window open electric fan provide noisy . breakfast worth mention , see review . location excellent . close cable car BART.Staff friendly . room clean . stay suggest take ear plugs block noise . would stay could get good deal . 
 Oct 12 2008 	 good value San Francisco 	 want cheap , clean , safe place stay three night San Francisco . Hotel Fusion meet need -- be also great central location . it be low - frill place , decor nice . room tiny , yes , pay $ 130 per night include taxis , good deal could find SF . hotel anywhere near price out - of - the way location , bad review , door open outdoor walkway ( avoid woman travel alone ) .I ask quiet room , get one 2nd floor face interior wall , view room across way , fine ; keep shade down . the bathroom large nice . the & quot ; continental breakfast & quot ; low end seem standard day -- pile bage , bread toasting , muffin , orange , two kind juice , coffee . great , main criterion price , safety , cleanliness . my issue room stuffy -- sound like other problem -- window not open . would stay staff nice , location great ( couple block Powell Market ) , price right . 
 Oct 5 2008 	 great value couple tip .. 	 Hotel Fusion great choice . centrally locate cable car around corner trolley car market street take Ferry Building $ 1.50 . plenty shop department store close . hotel refurbish decor tasteful . facility basic clean good condition . my room not fantastic window open central area building . level two roof central area space ( gosh hard explain ) . , inclined , could step window walk internal roof next room step . airconditione building . woman travel solo mean not feel secure enough sleep window open hence hot stuffy night . fan provide noisy pretty ineffectual unless sit open window sill . say , pro hotel far outweigh con would stay . would request room high floor face street would happy . really great value money , fantastic staff excellent location . 
 Oct 1 2008 	 average good 	 hotel good location , lot else , take staff three go get we right room , include give we key occupied room , key work . allegedly upgrade , imagine , room tiny , air condition . continental breakfast complete farce , stale bread roll convert bedroom , carry back bedroom , eat bed . staff apart initial difficulty pleasant helpfull , hotel seem clean . 
 Sep 29 2008 	 tiny room good deal anyway . 	 stay Hotel Fusion September 20 September 28.when check little chaotic lot people Oracle Convention staff manage get everyone check quickly . unfortunately get room see give room book thru expedia . fried get room book , i.e . standard room queen bed stick tiny tiny room double bed . go back lobby ask room book tell vacancy could relocate another room . add reservation specify request queen bed , would garanty would get one . even speak manager expedia could get another room understand would difficult full booked complaint expedia book information deceive . the problem encounter lack climatisation room . window opened & quot ; interior & quot ; section hotel , ventilation room get quite hot . provide fan ( store closet ) put ledge window would make room lot confortable . other two minor problem great time , mostly almost never tiny room . plan room little ( work instance ) could major reason go elsewhere . the room clean , bed small confortable , location great ( near everything ) staff make could make feel welcome . hear people complain noise night bother all . the & quot ; business center & quot ; third floor two computer available time . pay extra print ( 1 $ /page ) .The free continental breakfast fifth floor small area basic ( bagel , toast , muffin , coffee juice ) .I would probably stay price right , would definitely require confirmation big room . Bye 
 Sep 26 2008 	 great deal ! ! 	 stay Hotel Fusion Sept 13 - 20 . location could get well ! two block Powell St. BART station cable car turnaround , short walk shopping / restaurant Union Square . room pretty basic , clean . room kind small ( queen room ) , functional , lot storage / closet space , bathroom large . nice plasma tv , ! clean staff helpful friendly . a / C really not need , get cool night SF.We not spend lot time hotel ( much city ! ) , room Hotel Fusion serve 's purpose well , feel comforable would definitely stay . price location , place steal ! 
 Sep 17 2008 	 friendly staff room try nice flaw 	 Hotel Fusion locate heart San Francisco 's downtown tourist area , couple block cable car turnaround . trouble parking ( two passenger zone ) , check , get help luggage hotel staff . book king bed room . room spacious , clean , recently update . snack basket stock refrigerator room . hotel gouge in - room snack price reasonable urban hotel — $ 2 soda , example . there problem room layout . strange problem free wire Internet . ( wireless room , although tell wireless lobby . ) ethernet plug next bed , desk across room . front desk provide long Ethernet cable still not long enough reach desk . phone also next bed . bathroom small glass - enclose shower leak terribly . almost room store toiletry bathroom . the chair comfortable . the bed platform hard — it basically feel like futon bed . surprising urban hotel , room extremely noisy , especially window open . could hear cable car go half block away , bell ring , lot traffic noise , pedestrian noise , police / fire siren . think kind fun , mileage may vary . the free continental breakfast not exciting coffee stand half block away could get breakfast sandwich espresso drink . many restaurant nearby . we opt valet parking . hotel staff let we know take 20 minute valet parking service respond request pick drop car . would stay room hotel , tiny leaky bathroom layout problem , like location staff , might consider stay different room . 
 Aug 30 2008 	 good location 	 FUSION decent hotel block APPLE flagship store right union square shopping . location good exit hotel turn left.the right hand side hotel house load homeless begger completly harmless may work family child . room small nice clean . free breakfast plus . concierge nice enough . hotel pretty well locate site SF pretty small size cover city tour . go back place like . overall , bad , well hotel around may offer big room . 
 Aug 14 2008 	 Loved Fusion ! 	 Hotel Fusion great location , close shopping , cable car , train station , ( Powell ) - ' the bart ' . staff friendly room , although small , neat , clean , modern lovely furniture picture . breakfast room provide complimentary breakfast , good , tiny consist coffee , tea muffin , pretty ordinary must get early there s practically nothing leave . also ' business ' room provide free internet , that s great , uninspire . the overall experience good would stay , although find thing want close Bay , Piers etc . great location want spend time San Fran shopping . the little italian restaurant opposite great , happy hour deal - pizza , calamari , champayne etc awesome ! 
 Aug 8 2008 	 great awful ... 	 stay fusion 3 night July 2008 . stay ok . good side room clean big enough comfortable king bed . bathroom clean , bath shower fine we . location great long turn leave leave hotel right dodgy character lurk . cable car around corner shopping area good restaurant nightlife close . bad side , desk staff soooooo rude . seem hate job treat guest accordingly one guy particular say 'd & quot ; rather stay hell stay & quot ; check ! exactly nice touch . room extremely noisy . lift make great deal noise ring 's bell loudly floor room opposite will hear night . street noise horrendous fire engine go al time . not hate stay fusion not think will stay . 
 Aug 6 2008 	 great overall experience 	 stay fusion 4 night would reccomend hotel anyone follow reason : price affordable base pay San Fran . excellent location right heart union square - take quick cab ride , trolly , even walk pier time want see City . ( bit walk , great sight , plenty pub / cafe 's way stop little rest drink ) .Close great shopping . spotlessly clean modern decor room . flat screen tv , treat basket , mini fridge , comfy bed pillow . friendly helpfull sfaff . there lot spend money San Fran , hotel affordable amazing , not feel like miss anything ! nice experience ! 
 Aug 3 2008 	 High Quality hotel outstanding location ! 	 stay two night Hotel Fusion ( Thursday & amp ; Friday ) find overall excellent value . pay $ 124 / night room , bargain consider summer San Francisco . hotel look like recently renovate room small really really clean , way important size . good part location . centrally locate , right Union Square . right around corner Macy 's , Market Street , etc . , BART train cable car nearby . could ask well hotel location , especially give young woman travel alone city simply convention . reason not give room excellent rating couple reason ; 1 ) like mention , room seem really small . perhaps expect something big , end not really matter not stay much anyway . second room extra plug . unplug thing charge phone , think weird hotel seem market towards business traveler ' . 
 Jul 30 2008 	 bad city 	 new wife reserve room Hotel Fusion good time ago capitalize good rate - well , true , get pay . leave one night , anticipate 4 night stay part honeymoon . firstly , hotel pretty terrible neighborhood , Valet parking poor ( massive dumpster front hotel impede parking ) hotel awkwardly lay . nice thing say dump . guess main problem website show nice , trendy room .... . get Fusion tiny , tiny room , A / C ( problem SF Cross Ventalation ( stale smell alley ajoine room ) queen size bed close twin , uncomfortable ( ) 2 pillow . glasswear room , plastic dixy cup . 3/4 bath , ( stand shower , tub ) Paper thin wall , seal door let light hall . basically , open 2 suit case take whole room . pretty negative experiance pretty great city . would avoid cost .... pay extra 50 stay somewhere else ! ! ! ! 
 Jul 28 2008 	 Excellent Hotel - central ! 	 price , decor , location staff excellent ! jewel place stay centre downtown . 
 Jul 22 2008 	 Hotel Fusion great place stay 	 friend stay Hotel Fusion 9 night . not expect much money pay . 's really surprised arrive nice , stylish clean hotel . room lovely , clean japanese - style decorate double room two bed , flat - screen tv , minibar etc . hotel staff extremely friendly , polite helpful . housekeeping everyday change towel sheet often like . location hotel could not well . 's middle San Francisco city centre . load shop , department store , restaurant , coffee house , bar right walk hotel door . but even 's lot happen city time night , sleep well without hear noise street . people like we book hotel room wonder 's air - conditioner room , ' ve say will not need San Francisco night chilly summer too . in future go San Francisco definitely stay Hotel Fusion . 
 Jul 13 2008 	 great hotel location 	 stay end June - first week July . great location right BART middle shopping district . hotel staff freindly house keep perfect . breakfast room 5th floor need start day hold lunch . go open sit area breakfast winter year . read review bokke internal room problem noise . beat price . feel free send note specific question 
 Jun 28 2008 	 Nice hotel staff ear plugs advise 	 return 8 night stay Hotel Fusion . location great muni transport within walking distance , place eat mall . staff go way helpful , polite friendly . the breakfast & quot ; room & quot ; 5th floor , room good thing fancy walk around lot plate drink take back room place eat it . breakfast : - bread toasting , bagel small muffin , juice hot drink . bit disappointed selection , go breakfast Mel 's diner fancy cereal substantial item . our room clean tidy plenty space leave 2 big case floor still able walk around . bed comfortable , bathroom large shower dream . one problem noise street , every morning 4 am garbage man come big truck collect glass bottle , sound reverse truck bottle crash good . get use though day progress , one night hear noise check window see whereabouts come . truck seem collect garbage / glass opposite hotel , backing , hotel , whole surround hotel must hear can not understand collect reasonable time ? overall great hotel , bit noisy would recommend . 
 Jun 27 2008 	 Good Hotel GREAT Location 	 stay 3 Nights Mid June . Location Excellent 5mins walk Union Square also BART Station make dead handy fly sfo.room small mention big enough short stop yes wall thin , personally not find problem . Reception Staff 1st class spend age work direction route next destination 
 Jun 27 2008 	 excellent location ! 	 husband stay Fusion 2 night love location ! staff friendly helpful . since hotel locate busy shopping district , advisable ask room not face road.the complaint breakast serve tiny room top floor pick take room since place eat there.other , great hotel definately stay ! 
 Jun 13 2008 	 great hotel centre town 	 wife early 60 Australia . book hotel conjunction extranomical tour . room quiet ( ask internal facing ) rather small . staff housekeep v friendly accommodating . b'fast help toast , danish coffee etc . fabulous location tour city , stone throw cable car terminus right Union sq shopping precinct . recommend . 
 Jun 9 2008 	 great little hotel ! 	 little SF gem ! trip Advisor fanatic , planning stage long weekend getaway San Francisco surprise husband birthday , spend week read hotel review downtown SF area . criterion : affordable close BART would rely public transportation get around city . narrow search Hotel Fusion still bite nervous negative review read TA regard thin wall , street noise , etc . sensitive unwanted noise . leave Hotel Fusion thrill death . the location hotel ideal . one block BART station unbelievably convenient . be also close Powell Street cable car station be . hint : line cable car Powell Street station ridiculous . want ride not want wait , walk Powell Street 5 block next cable car stop wait . contact hotel book room , ask king room , ' m pretty sure room locate top ( 5th ) floor . room small , nice perfect need . could spend 2 3 time amount spend room luxury room , really need home base not plan spend much time room size not really issue . record , really think two double bed would make room feel tiny claustrophobic not case king room . bathroom TINY fine . some negative reviewer complain lack A / c room really not issue we . day , open window get fresh air room city , hotel provide great little fan help keep air circulate . evening close window , combine fan noise , completely drown street noise , aside random ambulance street noise problem . may also less issue we due five floor street - know ? street noise not adversely affect stay bit . as thin wall ... really not experience either . not know not anyone next we , not hear anyone adjoining room . . front desk staff excellent . request early check tell could not guarantee , would ry . arrive hotel 1:00 , able check right , problem , definitely score point we . I guess press , somewhat negative thing could comment water pressure little goofy time - showered room 3 time time water pressure drop next nothing second , honestly ? big deal . we amazing time hope make trip annual event . definitely return Hotel Fusion . 
 Jun 4 2008 	 Great Hotel Price 	 stay Hotel Fusion five day book Hotwire $ 69 night . get much $ 69 expect . find Hotel newly refurbish modern . room small nicely update high speed internet work great . offer & quot ; mini & quot ; breakfast morning consist toast bagel jucie coffee . air condition San Francisco really be not much issue . room get lot noise streetcar traffic would expect busy city . location excellent , heart Union Square . overall excellent value City room easily cost three time pay . would stay without hesitation . 
 Jun 3 2008 	 great location short stay little bit noisy side ... 	 stay one night prior alaskan cruise SF mid May . weather nice high 60's-70 's Hotel conveniently locate short 5 minute walk BART ( less $ 10 pp ) Powell exit , though take shuttle ( Lorrie , $ 30 2 ) airport since get 3 big piece luggage , do not want lug around even 1 block . Hotel centrally locate close Union Square & amp ; across Parc 55 also stay year ago , different class hotel . since 1 night per TA recommendation though give try . hotel reception fine , staff friendly efficient . do not need much help since ' ve SF many time one need help . stayed 3rd floor , room slightly stuffy first enter immediately open window help since cool breeze . keep window open night fan room help circulate air , problem . problem night , night owls street make strange noise , plus garbage truck street clean vehicle make noise kind annoying get use . noise sensitive problem . as other mention , free continental breakfast 5th floor free internet use 3rd floor . within 10 15 minute walk , one cover Union Square , Westfield Mall , Chinatown , access cable car , bus , BART etc . fine 2 - 3 star hotel cost we $ 145 ( tax fee include ) .Also one like chinese food , Tian Sing building ground floor . understand one chef Yang Sing ( ' ve time ) open one . quite good dim sum . 
 May 27 2008 	 thin wall otherwise fine . 	 evidently former SRO hotel refurbish dressed modern art painting wall . room small wall ominously thin . one aspect like Fusion ' stairwell . fully open viewing floor , cheerfully light , carpet , clean , attract usage . desk staff sometimes overbusy , Memorial Day holiday . rate Fusion good 2 - star . 
 May 6 2008 	 great location ... that s ! 	 100 % sure wether book hotel , budget need something central SF decide give try ... location excellent .. minute Union Square , tram / muni etc room small soo noisy . could literally wake morning next door alarm go ! ! ! really warm ( noisy aircon ) impossible open window noisy night . bedside lamp working 3 day , tv WORKING too . the blonde receptionist check chatty warm 1 day.if budget priority ok- would rather save extra £ £ enjoy hotel / room bit next time . feel lucky day . 
 May 1 2008 	 ideal location 	 can not beat location hotel-2 min walk Powell BART station ( 30 min direct link airport ) 2 min walk Union Square every major dept . store - Macy 's , Saks , etc - load top end shop great place sit get free WiFi ! also catch cable car Nob Hill / Russian Hill etc Powell St load place grab great food nearby . hotel clean room 5th floor problem noise outside neighbouring room - there restaurant provide toast / croissant etc coffee / tea / fruit juice self service free room also 5th floor - pretty handy take back room - especially single traveller - there also free use computer / internet ( small charge printing ) 3rd floor . room clean - shower good - lcd tv dvd player - room pretty small much space really need ! ? small issue air - con - do not bother particularly leave window open constantly fan . San Francisco great city - load brilliant different are see - this hotel provide ideal base explore walk public transport pay £ 35 night Expedia - really can not beaten 
 Apr 20 2008 	 great location noisy . 	 hotel great location right beside Union Square , major shop cablecar turnaround . we book queen room overlook Ellis street problem noisy outside siren , bin lorry bell cablecar . the breakfast basic go back room eat it . there air con room may problem summer . on hand room clean good tv cd player coffey make facility . the bed comfortable bathroom good . overall bad hotel budget . 
