$ 	 $ 1800 Stolen room Sofitel New York Thanksgiving weekend ... hotel security & amp ; NYPD make report & amp ; said & quot ; likely & quot ; inside job & quot ; & amp ; good luck try recover loss & quot ; ... ' ve contact hotel manager say & quot ; deal NYPD never contact neither hotel regard steal $ ... responsible ! & quot ; ... would assume call 4 star luxury hotel would hire license / bond professional housecleaning / staff work apparently ! ... warn everyone stay hotel ... overrate ... booked & quot ; luxury king & quot ; room upon arrival give small standard room queen bed claim overbooke ... complain 20 minute , apathetic staff faux french accent major attitude finally agree comp us breakfast ... unbelievable ! ! ! definitely bad hotel stay ' ve ever encounter New York . frequently travel worldwide business & amp ; pleasure & amp ; never rob hotel room & amp ; treat poorly ... stay away hotel ! ! ! 
 steal money horrible customer service 	 book luxury king room check hotel give room key . notice room queen room call front desk make sure , say yes , queen room sell would comp we breakfast next day would also upgrade we junior suite king room last two night . think fair enough accept . next day someone move luggage new room everything go great . hotel seem little date , run kind way . 's great area like near Times Square . pet friendly dog we . end story would wonderful one , not . we gather thing check hotel partner notice money steal shaving kit . couple thousand dollar . immediately call hotel security insist call NYPD . indication room break clearly hotel employee . also , cash leave trip still full day NY . manager nothing let we keep room leave flight . top check person behind front desk try charge we breakfast say compe we . , would think suppose luxury hotel would note reservation state happen we would acknowledge plight , alas , , ask see manager still not acknowledge happen . call general manager , Florian Shutz , essence tell nothing could would help we take responsibility employee . guy would good testify Congress good give straight answer . either hotel thief work , hotel burgle guy / girl get room without key bust door . 
 Problem Solved ... 	 stay Sofitel New York November 25th - 30th time US Thanksgiving . first let say stay Sofitel Miami London - impress we review website Sofitel New York encourage we stay New York . stay New York numerous time far good value money . stay W midtown last time pay almost double bathroom could close door sit toilet - happy size quality hotel room . great location wonderful room . nice restaurant GREAT gym . staff wonderful one exception . story . I pay two room - junoir suite king room side side travel 5 yr old , mom sister law celebrate mom 's bday . plan put daughter sofa bed suite , mom king bed sister law king room . check breeze midnight , go pull sofa bed night find sofa fact sofa bed . call front desk tell yes , guarantee sofa bed , would figuure something night move we morning . 1 am finally go downstairs get answer go deal problem . front desk clerk clearly know ( discover rollaway bed entire hotel ) try good . evening manager saunter tell mom would sleep curl couch blanket alternative - quickly reply mom 60 year old would sleep curl couch - would find another room night sort morning - could displeased give we room night - sourly without apology . total JERK someone deal public . mom go bed new room fine - felt would resolve everything . morning amazing day manager approach us - apologetic clearly embarasse dealt night suggest mom take complementary room entire length stay . surprised shock - think one we would sleep rollaway entire 5 night - also send cake mom wish happy 60th chocolate we inconvenience . tell EVERYONE feel hospitality industry - make people unbelievable experience remembering - always recommend Sofitel young man action . already lovely hotel , go way make UNBELIEVABLE hotel great , great experience we . hope General Manager read comment promote guy understand business - already plan trip involve another Sofitel . come back 1000 time business . way go sofitel make guest know want ! ! 
 Sofitel -- Great NYC Family Getaway Hotel 	 Thanksgiving family vacation ( include 6 adult 9 child ( age 1 - 11 year ) make even enjoyable warm welcome receive Sofitel . staff could not friendly helpul . room good sized , clean , well appoint , comfortable . little touch like separate shower bath tub , small box chocolate , turn service lovely classical music Bose speaker appreciate even young member family . kudo make Sofitel lovely , elegant oasis midst hectic mid - town Manhattan . PS -- -great location many tourist & quot ; hot spot ! & quot ; 
 recommend 	 stay four night hotel nice especially big city location . ideally situate . get breakfast include bonus work expensive nice hotel . staff friendly helpful . 
 live expectation 	 Room - Hotwire 4 star rating well deserve sofitel.-staff fast , efficiant curdious.-decor edge opulant.-fridge deliver room extra charge.-prepriotory bed ensemble amazing ! -As high end hotel , pay use phone internet.-only 1 minor issue find work ice machine.-unbelievably quiet , hear 1 siren room . location-15 minute walk north Central park-15 minute walk south Penn station / empire state building-2 minute walk times square / broadway-5 minute walk Rockefeller centre / Saks fifthe ave-2 minute walk near subway station- $ 60 cab Newark airport $ 40 cab JFK ( take public transit ) -close many well review restaurant DB Bistro Moderne , Bubba Gump Shrimp Co . 
 perfect comfiest bed ever ! 	 arrive back three night stay Sofitel really fault . location great , short walk Times Square ten minute walk shop 5th Avenue Abercrombie Fitch , Bloomingdales , Tiffany ' etc etc well lovely Central Park . room 2017 , view Empire State Building Chrysler Building . room lovely , bed comfiest ever sleep room bathroom immaculate . room also quiet . staff attentive , friendly ball . breakfast include rate find Red Flame Diner door perfect feed start day . would hesitate recommend hotel back NYC would certainly stay . 
 right . 	 stay three night week ago partner friend love hotel . ask room next door high floor . request meet room , 2114 perfect . noise whatsoever one comfortable bed ever sleep . bathroom wonderful amazing shower good part bath . relax bath end day New York wonderful . towel plentiful check replace daily housekeeping perfect . every evening bed turn fresh bottled water leave bed . cocktail bar every evening go superb . whoever behind bar charm helpful staff encounter . not eat restaurant seem busy weekend . husband use gym twice impressed . hotel real 1930 's feel , romantic great lobby fire seem lit time . would definately go back would recommend friend . time , not see child . however , kid old enough go New York we would not hesitate stay . 
 nothing good 	 one hotel confirm high storey room u book it.very good smile service.location perfect . 
 good service could friendlier 	 good stay great location . feel staff could polite esp pay much . room nice not notice excess noise other complain . 
 fantastic location ! 	 return long weekend NY . first visit NY really please stay Sofitel . location fantastic , 5th 6th Avenue , short stroll Time Square . girlie shopping break , book twin room . room reasonable size bed really comfortable . bathroom nice . complaint whatsoever . iron / iron board room good hairdryer . tea / coffee make facility , maybe be british thing . anyway , find Starbucks nearby 5th Ave early coffee ! complimentary evian water room . we not eat drink hotel , restaurant seem popular large group people . the staff helpful . leave luggage hotel check return 6 hour later , able weigh case make sure not 23 kg limit ! 3 computer little room lobby free internet printer . never problem availability . wi - fi room , charge . the hotel not cheap . fact not think would able stay twin room expensive basic double , find good deal Expedia save £ 250 compare price booking flight hotel separately . good time go - Thanksgiving sale start ! ! would recommend hotel anyone want bit luxury central , quiet location . 
 Nov 1 2009 	 Honeymoon NY - the Manhattan beginning 	 bride book room Sofitel third party site start honeymoon . ticket Broadway show , want stay near Times Square , close ... read everyone else 's review decide Sofitel . arrive midnight late Long Island wedding reception . check - in quick bag arrive within 15 minute we get room . know room exactly book ( low view ) , tired say anything ... crash ( well , much crash wedding night ) start first full day marry couple . restful night get begin day Manhattan . way hotel stop desk mention book high room ( call let know would super late check - in , tell we would high room view honeymoon ) rectify problem , move bag upgrade we ! second night comfortable first ( yes , even room view super comfortable ) . bathroom nice , L'Occitane product great , bed ... oh bed ... comfortable . concierge always busy , never overlook guest . deep desire authentic NY bagel breakfast morning check - out , ask . concierge point direction bagel shop right around corner delicious . overall , Sofitel NYC romantic , comfortable , clean , service make whole experience even memorable ! 
 Oct 25 2009 	 Believe review 	 husband stay combination anniversary treat/40th birthday present . wonderful . absolutely repel hotel stay year , come Sofitel amazing . bed comfortable . bathroom quite lovely , staff friendly sincere location convenient . pricey , exactly bargain worth money spend . love ! 
 Oct 25 2009 	 difficult fault 	 can not fault Sofitel New York . everything expect city centre hotel make stay New York real pleasure . have platinum status A - Club , entitle upgrade , upgrade availability first night . fortunately , suite become available move second night . basic room much nice anywhere else ' ve stay New York , especially bathroom often badly design New York hotel perfect Sofitel . suite even impressive - spacious extremely comfortable . I find nearly staff extremely helpful , especially check - in staff concierge . general attitude staff one flexibility try accommodate guest ' wish , feel like value customer . example , last day , offered let check suite 5 pm instead 4 pm late checkout entitle to . the hotel 's location perfect , travel business stay extra day sightseeing shopping . many place want visit within walking distance , find Sofitel right middle everything . the thermostat room work well allow set desire temperature anything want - include Celsius ( probably french influence ) . room warm quickly be cold . there be point use wire internet , cost $ 10 noon matter soon noon start use . instead use T - Mobile wireless internet work throughout hotel take laptop anywhere . get wireless voucher front desk $ 10 ( easy be travel business ) $ 8 buy online credit card , last full 24 hour rather noon . wire wireless internet 3Mbps downstream upstream , get little slow lot user use time . safe big enough 15.4 & quot ; laptop . my criticism television channel . international news channel ( e.g . BBC World , Deutsche Welle etc ) , will not easily able keep be go outside world . even CNN domestic US version . however , fair Sofitel general problem New York hotel , offer TV5 french speaker . resort stream BBC news laptop , give use two television suite , shame give large modern . I definitely stay hotel next business trip New York recommend colleague . 
 Oct 25 2009 	 Perfect location combine great quality service ! 	 follow excellent review hotel Tripadvisor , previously stay Sofitel Venice , book week October explore city . suite 25th floor amazing view . travel 18year old son , find suite usually suitable us 2 double room co - ordinate plan easy ( ie . get bed morning ! ) enjoy together . lounge area serve son 's space come well equip large screen tv minibar ! hotel generally quiet clearly well manage organise . staff extremely courteous helpful - room service prompt beautifully present . we great time explore part Manhattan location would definitely stay . neighbour include New York Yacht Club Harvard Club , upmarket spot , within easy walk distance Times Square , MOMA , Rockerfeller Centre Central Park . Ground Zero , Wall Street , Statten Island Ferry etc short metro ride away . overall , delighted hotel would happily recommend - thank Sofitel ! 
 Oct 24 2009 	 Great Hotel ...... Great Service .......... Great Location 	 never stay Sofitel stay ..... know miss great night ........ inexpensive , well worth . every employee recognize pleasant greeting ... bar fantastic breakfast well ( try crispy toast Egg ) . already book go back ! 
 oct 22 2009 	 great location clean comfortable expensive 	 great stay could fault hotel quirt clean loverly room right centre midtown time square grand central station . great little dinner fwe door well find expensive though , comfortable 
 Oct 21 2009 	 Excellent expect 	 review listing hotel NYC find review good Sofitel . well , correct . nice , quite hotel close Broadway Times Square . staff courteous eager enjoyable stay . wife leave item common area forget later . actually turn front desk hold ask anyone turn . room great , bed comfortable , room quiet . definately stay . 
 Oct 20 2009 	 weekend see play 	 stay Sofitel second time . like try different hotel wife like much decide stay . relatively picky stay say happy experience . location great theater goer . broadway theater within walking distance . nice little bar hotel . staff friendly hotel european feel . 
 Oct 19 2009 	 Great Midtown Hotel - comfortable quiet 	 boyfriend stay 3 night mid October 2009 . hotel well locate Times Square Rockefeller Centre ( 5 min walk ) close subway get everywhere need . room ( Superior ) large nicely decorate massive bathroom plasma tv . cozy quiet - except light building work start road 7 am morning - not intrusive , ' m light sleeper , help we get morning ! bed comfiest ' ve ever experience , amazing ! give complimentary late check 2 pm final day ask , great . Tips ny:1 . Red Flame Diner next door good cheap , massive US style breakfast ( pancake , fry tea two we come $ 20 include tip ) . two good breakfast / brunch place nearby Maison Vinyl Diner , 10 min walk.2 . Buddakan ( Chinese ) Kittichai ( Thai ) restaurant well worth go . service , food ambience excellent - definitely book ahead . great , modern , good value trattoria pizza , salad , burger etc Vento Meatpacking district.3 . Central Park Wildlife Centre really fun great way spend hour . $ 10 . 4 . get e train follow LIRR train JFK cheap way back airport - spend $ 55 taxi airport train back cost $ 7.25 take length time.5 . bring walk shoe - 's absolutely good way see everything.6 . find New Yorkers friendly helpful , ' ve get question - ask ! 
 Oct 18 2009 	 Little Paris centre New York . Oooh la la 	 love it . great location 5th 6th W44th . close 5th Ave also pretty much theatre show . all staff greet Bonjour Bonsoir . sure staff know french fluently word , matter , love it . staff service orientate seem really care customer . Great New York experience would not hesitate stay , assume price keep reasonable . 
 Oct 18 2009 	 great choice value 	 lot love hotel . let we check early stay late check - out day . frette towel , large room lux bathroom . be great location , yet quiet street . Red Flame restaurant door great breakfast . felt like get good value town 3 night price 2 special . 
 Oct 15 2009 	 Use Sofitel every time ' m New York 	 great hotel , quiet room realy important fly Europe ' m bed 8pm awake 3 ! often meet people gym downstair staff great . great CRM tool always welcome back remember room preference make change hotel useless remembering stay 5 - 6 time year . generally pop get bagel coffee around corner breakfast breakfast good ( pricey ) lobby great place meet people . just get expensive sometimes depend season . 
 Oct 14 2009 	 book ! 	 book Sofitel largely basis review - disappoint happy put £ 0.02p - travel elderly mother birthday staff attentive . location superb - turn right short stroll Times Square Broadway show , turn leave 5th Avenue close many sight sure itinerary - room clean , room service prompt complaint soggy toast ! - afford will not dissapointe 
 Oct 11 2009 	 stylish great location Service minded staff 	 stay 8 night Sofitel New York October 2009 . find hotel refresh little piece France heart Manhattan . hotel perfectly locate 5th 6th Avenue around corner Bryant Park find perfect spot take break book sightseeing shopping . I stay suite 27th floor great view Chrysler buillding . room spacious clean . housekeeping come twice day fresh room nice touch ( come home evening cosy light classical music radio great somthing quickly get use : ) . check handle smile professionally vivian front desk Raja concierge desk instrumental finding book great restaurant visitsAll delighted stay Sofitel New York would happy returnjesper Broskovps . want real american Diner experience , Red Flame street Sofitel authentic chioce 
 Oct 11 2009 	 great stay 	 stay Sofitel late September good experience . staff friendly helpful , room clean spacious . not exactly view , could see top Chrysler building room . bath also rather roomy 100 % clean day arrival , follow day . could hear slight elevator noise room not problem obviously not many night owl among guest . the midtown location great , good access public transport sight even walkable . arrive Newark not mind take bus instead taxi , bus stop minute away . I not breakfast hotel , option vicinity . like Red Flame Diner block . get busy there . there minor flaw , e.g . not notice defect bulb one lamp remote control Bose sound system not work . and wonder not ask anymore enjoy stay check . nice experience . 
 oct 9 2009 	 Sofitel shine 	 go NYC business meeting stay wonderful Sofitel . centrally locate Manhattan , be quiet 44th street 5th 6th . location wonderful , service , cleanliness , quiet sophistication hotel really shine . bathroom white orchid small tea candle ... lovely touch ! lobby decor elegant , upscale beautiful -- nice spot sip coffee wine friend . feel like enter art museum . my room sparkle ; maybe clean hotel bathroom would ever . hotel staff greet French , make feel ooh - la - la sophisticated . staff friendly , efficient courteous . room service breakfast HUGE ! room smallish , impeccably clean , importantly : quiet . lastly , pillow surprise . neck fusion surgery travel foam pillow carry bag ( space saver bag reduce size ) . room foam feather pillow -- two -- satisfy either feather foam crowd . wow . back . 
 oct 9 2009 	 great hotel midtown Manhattan 	 find Sofitel discount hotel website much less comparison hotel area . travel museum group rest group stay nearby hotel almost double price ( not nearly nice ) . sofitel chic comfortable . room extremely large , plenty big two people . bed comfortable , nice linen pillow . room also quiet , important light sleeper . conveniently locate well . also like hotel feel extremely large . & quot ; boutique & quot ; feel . would highly recommend hotel anyone make trip NYC . 
 oct 8 2009 	 Excellent Location 	 clean hotel middle Manhattan . staff friendly . within walk distance practically everything . also seem like major subway station couple block away . definitely stay future . 
 oct 8 2009 	 stay ! 	 room awesome . big ( include bathroom ) , clean reasonably price Manhattan . short block away Times Square wonderful - never without something . make yearly trip NYC past 6 year catch Yankees game . stay different hotel time . honestly say one good next time go back NYC , stay . ready pay bar - one round wait one room ready , cheap . 
 Oct 7 2009 	 superb location amazing bed ! 	 stay hotel 5 night end Sept 09 . book via www.perfectescapes.com include early check , late checkout , free room upgrade Breakfast include . would highly recommend site bargain stay perk hotel ! room ready arrive early , welcome relief could freshen hit city explore ! location hotel couple block away Times Sq , ideal exploring . indulge twice scrummy complementary breakfast ( courtesy Perfect Escapes.com ) hotel , otherwise would quite pricey ( $ 30pp approx otherwise ) .room wise base 12th floor . not view speak floor , room comfortable spacious . bed amazing , stay Sofitel Chicago , one primary reason select hotel NY ! long day sightsee NY bed welcome , cozy . ' m tempt splash buy SoBed range , be good ! ! 
 Oct 5 2009 	 good deal Get Good Deal $ $ $ 	 stay Parents , two room , two couple , talk Manhattan , expect pay U $ 300 US 450 small room extra service ( : Breakfast + internet + Parking , etc ... ) sofitel , wich one half Block Time Square , one best ROOM Town , New , 100 % clean one Best big Bathroom Town . get good deal : US 260 plus 15 % tax , anything till US 300 still Good Deal , remember , Crazy Dollar Hotel City . good place Breakfast next door , subway station ( orange line ) one block away . excelent staff . 
 Oct 5 2009 	 good hotel 	 location : quiet street - minute walk Bryant Park ( September fashion week , Times Square 5th Ave . room : superior room originally go first night amazing . spacious locate 29th floor . strangely weird noise come ventilation system we . ask switch room staff absolutely brilliant ! upgrade we executive suite ! ! quality bed line mattress second none . every night 's sleep woke refresh not want leave bed sooo comfortable . the room however slightly overshadow coldness factor . could not get warm air room air con not seem work . not fix either though ( 4 night stay ) . email stay would look Director Engineering . Bathroom / Toilet : separate shower bath tub designer toiletry - say . good sized hairdryer girlfriend vital ! shower head little weak side though . service : staff top notch always helpful . Albert particular go way get we nice room stay . breakfast : order room service one day breakfast 5 star . however load nice place eat NY would advise try great diner . one place keep come back locate 45th Street ( jewish place ) amazing egg pancake ( also come coffee fresh juice ) $ 8.95 . Bargin ! one place not advise go breakfast Red Flame dinner ... get really busy staff rush around - type atmosphere . good place eat dinner lunch though . one place everyone visit Buddakhan restaurant - amazing food staff . good place ' ve eat while . transport : would not bother metro - stuffy hot . cab cheap : ) 
 Oct 4 2009 	 good hotel 	 stay 4 night part holiday trip USA . good central location nice comfortable room ( superior good size NYC ) . bathroom good although bath small , bed - queen king . we not eat hotel drink bar - nice sit bar though drink expensive . Breakfast not include - not breakfast hotel price $ 25 ! fresh bagel coffee across road $ 6.We eat 4 top place NYC - ( check luxe guide - always excellent ) . Momofuku / Sfoglia / Tia Pol / Buddakhan - fantastic . overall hotel good room rate decent value NYC - good solid choice . 
 oct 4 2009 	 good location safe clean 	 take two room , rather expensive . say , happy everything include restaurant ( use ) .If return NY would probably look upmarket hotel perhaps nearer 5th Avenue shopping . criticism Sofitel , indication read web booking make sound little well turn . summary though , really happy stay would problem make general recommendation Sofitel other . 
 oct 2 2009 	 amazing great service great location 	 Excellent service , great bathroom , nice room good size ny . concierge helpfull , close everything still quiet . we 7 night fantastic , would definetly go back . 
