Perfect 	 beat hotel price location . Strip , corner across Caesar Bally 's caddie corner fountians Bellagio . watch fountian room $ 60 night . hotel use Barbary Coast . 4 story tall one old strip . room update since Harrah 's take 2007 , still antique feel . casino small , three table locate front door & quot ; poker room & quot ; . Waitresses come constantly free drink casino , even cheap machine . prefer large casino luck casino , may great casino , great location great place stay . breakfast good . 
 brilliant location ... love place ! 	 plan Vegas trip year ago start sifting page page hotel review try find good place stay . look highly price option ( partner really want stay venetian , could not get good deal time visit ) . start look highly rate option , Bill 's come top , time time . check price could not believe low cost would hotel locate centre Vegas Strip , opposite Caesar 's , Bellagio , Bally 's Paris . seem good true , could not resist . Bill 's disappoint . obviously Bill 's grandeur Bellagio 's lobby , amazing show Caesar 's magnificence Paris ' ornate building , charming Parisien street half size replica Eiffel Tower . however , Bill 's step away - . room double queen sized upgrade check get Strip view - good $ 20 night could spend . overlook Bellagio 's fountain delight everytime dance variety different musical style . also great view Eiffel Tower room . room clean , regularly service . need , 40 & quot ; plus sized tv hung wall tv pay per view need ( not switch - Eiffel Tower fountain enough we ) . Bill 's famous Steakhouse restaurant ( even $ 5.99 Steak & amp ; egg deal midnight 8 am ... never get chance try , speak several people Steakhouse love ( people come big hotel Strip ) . eat Victorian Restaurant , popular - basic quick meal chinese menu top . enjoy food stroll Caesar 's see Cher concert . need taxi . coffee bar ( Seattle 's good ) open long hour - manage get much need java early start Grand Canyon - 5:30am ! Drai 's hour lounge highly recommend we Red Rock Canyon tour guide one good city ( not stamina try though ) . catch one Big Elvis show ( 300 pound Elvis impersonator ) - awesome ! later day hear guest belt Phantom Opera song Karaoke bar - amazing hard believe not professional - atmosphere electric good fun . summary - probably gather - big fan Bill 's Gamblin ' Hall & amp ; Saloon . need swimming pool and/or fitness centre walk neighbouring Flamingo hotel . stay fine hotel around world , yet fellow traveller agree would stay Bill 's next Vegas visit . way , write poor service Bill 's not know get - everyone welcome friendly . quite noisy night ( lot siren car horn night ) light sleeper need earplug . want great location great deal would definitely recommend Bill 's . 
 choose Bill 's be budget ! ! 	 stay 11/26 - 11/29 . 's deal : afford stay Bellagio Caesar 's ... . perfectly center strip absolutely beautiful inside ! however , like can not afford room $ 250 + night , definitely choose Bill 's . be beautiful , be really chill old Vegas kind charm . course , be amazing / excellent location . room partial strip view top Eiffel tower , fountain strip- cool ! not street noise ( room 138 ) not charge we extra room . big king bed , roomy , nice little vanity claim huge flat screen tv . would MUCH rather choose stay Bill 's Flamingo , Harrah 's Imperial ... price / location equivalent SOOO tacky ! mean , basically ugly lame . 's much go inside seem old weird . similar Excalibur , Circus Circus , etc . tacky cheap . 's difference & quot ; inexpensive & quot ; & quot ; cheap & quot ; . Bill 's inexpensive . plus , least Bill 's be get nifty charm , get room snap , location brilliant Big Elvis headline week . con : 1 . could not get temperature warm , keep fiddle thermostat . 2 . real quilt bed ... bring will fine . ( although , probably ask thick blanket ) 3 . water shower tend go drain well water pressure cool window shower totally make ! victorian restaurant GREAT breakfast cheap . yum . not eat dinner highly recommend breakfast . really , people , choose Bill 's can not afford pricy hotel . will not disappoint . 
 Location Location Location ! 	 4 we stay Bill 's 21 - 27 November 2009.we arrive mid afternoon , cab drop Flamingo , 5 second walk check - in . check - in - line , wait & amp ; receptionist even know name ! get room 222 & amp ; 216 . 216 . partial strip view , free , strip view extra $ 20 night . see photo 's brilliant view , eiffel tower & amp ; bellagio fountain , sure ' proper ' strip view need ! room large , comfy bed , clean , iron & amp ; iron board - everything need . downside roadwork right outside room noisy . however , earplug sort ! exhaustion sort rest trip ! not much gambling Bills 's worth join player club still get free t - shirt & amp ; $ 16 hotel bill . casino bit smokey bad other . think come England smoke indoor ban 's noticiable be long use ! coffee every morning Seattles Best Coffee hotel - good stuff . also breakfast victorian Room one morning - really , really good egg benedict . loved location - price ( pay $ 280 + tax 6 night ) beat hotel . 
 Perfect location great time . 	 1st visit Vegas stay along other week + October look several Hotels . make fantastic choice location service even well expect . book room 420 great view Eiffel Tower good view Bellagio fountain . size room enough we ( 2 adult 1 child ) bathroom layout work perfectly we separate dressing room sink . also up - grade last couple night 1 bedroom suite , highly recommend . stay Penthouse lake view suite Bellagio ( book UK prior departure celebration ) still say intimate feel Bills would would return . ' award win ' victorian restaurant exactly other describe ( constant reference ! ) fair quality food overprice . the casino staff , whole , extremely pleasant ( , make loss ! ) reception / concierge service first class . as noise , room overlook strip expect ... not much problem long expect certainly not warrant anybody complain . like major city , stay room overlook tourist site will not perfectly quiet . for price location alone would recommend Bills , throw rest would say real bargain . 
 Nov 11 2009 	 Big Budget Feel Low Budget Price 	 without doubt intriguing hotel ' ever pleasure staying . ' read Las Vegas Hotel review , know lady slowly try stay every hotel Las Vegas Strip . ' easy feat work full time , plan together long time … I say hotel intrigue " kinda " know . know near Harrah ' Bally ' , could remember ever see . know must pretty small hotel since three floor . however midst super hotel around , Bill ' Gamblin ' Hall Saloon rank among top 20 hotel strip ! idea hotel small , across street Bellagio Caesar ' Palace could rank high … then get there . this hotel grid face time . ' tuck away across street Bally ' offer meet eye . check - in swift friendly find room ease . motif Wild West Saloon cowboy gear animal head might expect Texas style steakhouse . room also old west style , do subtle enjoyable way . imposing do , right ' afraid touch anything . room huge flat screen tv along usual amenity ' expect . view one thing stick mind . ' ask anything special far room , ' think get anything extra , room could see Bellagio fountain Eiffel Tower ! one kind bird ' eye view two signature , outdoor Las Vegas attraction . floor ceiling window give we view strip certainly ' expect modest hotel . ' eat restaurant , fun karaoke bar . ' huge deal , ' sure lot place Las Vegas , reason ' see lot karaoke bar around . one ' anything special , great time . hotel great , tremendously memorable . think favorite thing location . set foot outside Bill ' entire center strip area instantly short walk away . location , price unbeatable make Bill ' triple threat : location , price fun ! downside visit quickly shuffle right 11:00 . tend count sleeping morning leave , time ' able lounge late check . needless say , Mrs. please . ' come point ' even think whether stay till 12:00 even 1:00 , cut hour uncool ! put bit damper end trip , ' take away great time have . I highly recommend Bill ' Gamblin ' Hall ' travel budget enjoy center strip atmosphere ! 
 Nov 11 2009 	 great place gamble ' ve stay 	 friend Vegas Oct go casino . Bill 's great atmosphere feel comfortable . dealer friendly happy show we new comer play different game . free drink service quite good take girl get round . would consider stay ever get back Vegas due central location strip . 
 Nov 10 2009 	 Great Place stay Vegas ! ! ! ! 	 travel partner Vegas first time October manage get room Bill 's 1 week approx $ 780 .... money worth spend ! ! Bill 's great location situate Flamingo hotel Bally 's . partner love walk around ( mind take time ) take we approx 25min walk MGM Grand Bill's . the staff nice accomodate - third person stay pay roll away cot extra $ 20 . Bell Desk help get tour / taxi 's etc . the room nice amazing view & quot ; Paris & quot ; Bellagio Foutains . also able use Flamingo 's Gym ( $ 10 ) pool / jacuzzi ( free ) .Bill 's simple - casino downstair kareoke night / band / elvis performance 99cent margarita ! ! also half Ticket Booth - buy show ticket half price go day ! save much money show ( eg cirque de soleil $ 113 buy $ 70 half price Tix place ) line bit long well get early opening time ( 10 am ) later pm ( 3ish ) . also another half price Tix place & quot ; Hawaiian Place & quot ; ( harley davidson cafe ) never busy . if be fuss stay - Bill 's inexpensive way stay Vegas ... able go different Hotel 's anyway look around . we enjoy stay Bill 's would definatly come back ! ! 
 Nov 9 2009 	 good hotel conveniently place right middle Strip 	 room Bill 's large clean . view fountain Bellagio opposite . not gamble stay one night prior fly Las Vegas next day can not really say anything . 99 cent margareta bar exhaust walk strip . also not eat Bill 's can not say anything food . desk sorted transport airport we arrive reasonably promptly next morning . bill excellent location strip good value money could pay lot without get anything well . 
 Nov 8 2009 	 amazing value hotel prime location Las Vegas Strip 	 third visit Las Vegas think would give Bill ' shot , hear good thing Trip Advisor noticing ' great location centre Strip previous trip Sin City . disappoint . room clean , spacious , include bath overhead shower , large walk - in wardrobe , nice 42 - inch large flat - screen tv . bed huge comfortable . ask room partial view strip ( strip - view room ) . see video photo , excellent , especially low price pay ( around $ 30 per night ) – possible see Bellagio fountain Eiffel Tower across road Paris . room include double - glaze windows street noise distraction . possible hear people room . location Bill ' perfect – mid - strip easy explore either way . importantly , lot cheap surround hotel like Bellagio , Paris , Caesar ' Palace Flamingo . I would certainly stay Bill ' , especially consider room rate least half hotel location ! 
 Nov 8 2009 	 Love place ! 	 several year since stay Bill 's - back Barbary Coast Hotel . like renovate , even cozy . it good spot strip - right middle everything - nice , large room . like separate shower / toilet combination view strip , include Bellagio fountain . gimmick - nice clean place stay several great restaurant site . ( little chargrined pay - $ 20 . per night - upon arrival & quot ; room view & quot ; - happen previously ) five night trip definitely return next trip Vegas loom . beat place comfort reasonable price ( even though pay view ! ) . staff cordial feel well take care safe . 
 Nov 7 2009 	 not repeat not stay ! bad mistake entire trip . 	 arrive midnight Bills smack bang middle strip , greet cloud cigarette smoke walk side entrance near reception . wait 10 minute someone come front desk check we . go room 2nd floor find allocate room 2 queen bed - one king bed book . surprisingly quiet ! bed old fell edge mean could sleep middle - middle also sink - comfortable , least worry . room massive tv , old worn decor , strange bathroom / closet , small window grille . carpet clearly clean year , sock end extremely dirty walking . ' non - smoking ' room clearly smoke room , stunk stale cigarette smoke , general old musty smell . morning try shower , instead shower end immerse bath half full water . clearly bath drain . complain reception tell unusual assured would get engineer look . next morning go shower , guess ? bath fail drain end fill water . go reception complain , tell maintenance log show attendant room ' fix ' drain issue . receptionist also add bathroom hotel issue , not expect well 30 year old hotel ! staff could not guarantee would happen another room , decide check , absolutely fume stage . find another hotel nearby comparable price rest stay - hotel fantastic course facility work ! enjoy rest stay , think stay Bills Gambling Hall & amp ; casino bad decision make entire trip USA . never ever would recommend it . oh , one last thing , Bills charge random sum money approx $ 300 credit card stage 2 night stay - still refunded money state unaware charge . approx $ 300 neither reflect initial deposit amount total figure stay full duration original booking . charge clearly identify ' Bills Gamblin Hall ' - exactly initial deposit . course dispute . they slimy , please , please please stay away ! 
 Nov 4 2009 	 average . 	 oh , Bill 's Gambling Hall . check - in pretty quick painless . virtually line . check super early 11 am ( finished drive LA overestimated ETA hotel ) , room available tell place rush order room come back 1230pm . come back 130pm pick sweetie airport sure speedily give key room . btw , parking breeze . lot ample parking spot arrive . I originally book nonsmoke king give two queen . hmm ... something wrong ? well yet , caulk gun paint bucket room . look like someone middle touch - up forget take thing away . call front desk explain problem , brief shuffle , move another nonsmoking double queen room , smell heavily smoke . bed consistency ; one bed rock hard bed averagely average . not bother call front desk decide grin bear , stay night . pretty worried noise level outside hotel right next Harrah 's , surprised quiet . situated & quot ; 1st & quot ; floor , , reality , 5th floor hotel . sleep pretty well average bed , happy . overall , room decent design th budget minded . bathroom divide bit weirdly , basic cover : towel , shampoo , soap , cup , hairdryer , clothe rack ( heck ? ) . large flat - screen tv nice addition room , hey , 's tv . casino small , kind like never get lose . lot smoky casino ceiling not high not well ventilate . however , casino right next two entrance establishment , be basically ventilation casino . ' m tear . decent , budget hotel -- save inconsistency experience -- excellent location ( right middle strip ) , really needs renovate . can not say much customer service , say treat well people front desk friendly accommodate upon check - in . overall , establishment average . not think would stay . would rather pay buck smoother check - in , well bed , amenity . 
 Nov 3 2009 	 Great Value Location 	 can not beat location hotel , right middle strip walkway road Caesar 's . be also right next Flamingo , apparently Bill 's guest allow use pool facility . not test walk around Flamingo ground lovely . really love Bill 's small ! not trek giant lobby casino , walk elevator right , parking garage short walk . room clean , comfortable , surprisingly large huge flat screen tv . even partial view Bellagio fountain . staff deal friendly helpful . never wait couple minute front desk . the real side hotel busy intersection traffic noise could problem . sleep earplug least couple time night would hear siren go past . maybe room back Flamingo side quieter . anyway , not big deal would not stop stay recommend . make sure check beautiful stained glass ! even small , functional ( i.e . open ) stain - glass window bathroom . 
 Nov 1 2009 	 never stay anywhere else 	 close everything stay ... easy access everything ... 2 min walk parkade room ... room casino ... line - up check get elevator ... Mike bellman ROCKS 
 Oct 29 2009 	 great locationhuge room 	 stay 3 night location fantasticas middle action . use flamingo pool huge get little crowded . room large bed comfortable . casino rustic charm casino yesterday . great small casino could get in / out room quickly . free parking include . 
 Oct 28 2009 	 Amazing mid - week room $ 80 	 great room view strip . want stay weekend , due late booking rate go $ 150 + move . super location , absolutely central much Bellagio Caesar 's Palace . Book early will happy hotel . not go impress people like Bellagio , make money something ? ! ! : ) not know people would spend $ 450 Wynn $ 80 . guess much cash ! 
 Oct 27 2009 	 can not beat Bills 	 Read lot review book dissapointe one little bit , everything exceed expectation definately stay without hesitation . clean , friendly nice small hotel never crowd . we check around 11 am room ready do not wait till official check time , ask south strip face view available , say explain $ 20 per night charge request booking give free , desk staff friendly helpful throughout trip . our room 3rd floor room 102 , right corner strip face south overlook Ballys Bellagio fountain prefect view , room clean spacious , although bathroom sink area could little big , good thing bathroom stain glass window open could hear strip , especially nice Bellagio fountain watch time could hear music . bed comfy clean sheet towel everyday . large plasma tv wall nice also plenty closet drawer space . little noise strip due right front hotel corner nothing really bother we . the casino nice small big like huge hotel could easily go room time . big plus literally take 2 minute room casino onto strip . all would choose Bills heartbeat , amazing experience want location location location can not get well ! 
 Oct 26 2009 	 Love Bill 's suite 	 start room 444 9/27 till 29th . 444 nice standard room great view ( pic ) .After success crap table , decide upgrade jacuzzi room , # 254 , get one picture Bill 's web site . the Photos web site spot , regard room . still 70 's room . couch frat house quality , flat screen room , old 27 & quot ; swivel bedroom living room . mini fridge room wet bar . the jacuzzi tub old couch , slow leak issue . add bubble tub unaware gradual water loss one we move away back massage jet . water back jet , hit wall foot tub , water level receede jetThe view show web . limited view eiffel tower Limited view Bellagio . remember second floor . I still love Bill 's ! ! ! ! ! ! upgrade cheap upgrade give partner couple smile laugh rest stay . ( know cheap upgrade ) Bill 's still good choice center strip inexpensive stay . room 42 & quot ; tv 's . except black red room apparently . back Bill 's , & quot ; featured & quot ; suite 
 Oct 24 2009 	 SHINING STAR city light ! ! ! ! ! 	 select Bill 's location relation location conference attend Bellagio great rate . dissapointe , room large large bed . nice flat screen tv cute western decor clean ! would like view bellagio fountain ask strip view upgrade , hotel staff great upgrade free ! ! ! one complaint ( sort know advance ) would city noise strip side sound fountain , rather loud great watch . hotel staff friendly helpful . casino pretty smoky room bite smoky floor casino . not frill love great deal frindly people , give Bill 's try WO not dissapointe ! ! ! ! ! ! ohhh husband join couple day stay love Bill 's ! ! ! ! ! ! ! 
 Oct 23 2009 	 Loved Bills bring Earplugs ! 	 really enjoy 5 night stay Bill 's . King Bed room spacious true photo Bill 's website . 42 & quot ; tv nice . room 222 side view Bellagio Fountains , short walk stand right front fountain Bill 's find watch every night 99 cent margarita . casino elevator tend get bit smokey , especially late evening , weather nice large entrance door open side think help smoke . another thing take two different elevator get parking area room . one go parking casino roll carry luggage around little bar elevator get room . really bad see long walk room might large hotel . loud fun place . word warning - bring earplug . sleep like baby , might able get sleep . get soft foam type expands put , comfortable . second floor could shout laughter strip . also water guy bridge Bally 's every second could hear shout & quot ; ice cold water $ 1 & quot ; always . go sleep one night 2 be still cool outside , around 53 degree . location rock ! ! walk anywhere Bill 's take second get room strip . drive place like palm Rio . park great drive strip , even construction , bad thought would . drive strip , hard part turn leave Bill 's garage , light road wait turn red stop oncome traffic . I good luck slot . play penny machine $ 50 - $ 75 jackpot . much high roller , enough keep play . aware & quot ; penny machine & quot ; cost $ 5 bet MAX BET.We go almost big casino 's Bill 's seem like old school type , loud , roudy , lot people smoke drink fun - let hair type place really enjoy . next time Vegas stay Bill 's . one thing like security personnel wear bright yellow shirt , dark suit hide background like hotel . always feel safe Bill 's . 
 oct 22 2009 	 love Bills 	 2nd visit Bills Labor Day weekend 2009 ... room great / staff friendly / can not beat location / great band play lounge / great time / money ... 
 oct 22 2009 	 appropriately name . 	 cheap roomy loud smoky , even non - smoking floor . staff courteous necessarily helpful . bottom line , be bargain right middle strip . be goal stay cheap strip , place . experience luxury , not go place name like & quot ; Bill 's Gambling Hall & quot ; 
 Oct 19 2009 	 jewell - definitely stay ! 	 group 10 we travel Vegas mid September celebrate Bachelorette party - approximately half group Vegas virgin . choose Bill 's base price location - choice . love Bill 's - get much go ! stay 2nd floor we room overlook Bellagio Fountains . one us suite spectacular ( see previous review ) - much room great place we gather drink night out . we love Bill 's convenience location - centre strip 's walk distance everything either north south Bill 's . love reasonably price drink - 99c Margaritas jug Bud ! $ 2 hotdog also fantastic . love kareoke would love catch Big Elvis hear great not get time . also would love crap lesson morning - see time precious . also love tix4tonight booth locate front Bill 's - convenient want check discount show . the room big comfortable - large screen tv fantastic . eat Victoria Room time always great meal . also use Flamingo Pool every day - Bill 's room key allow access Flamingo pool huge well worth it . you get great feeling walk place - 's lay back relaxed Aussies love . highly recommend Bill 's anybody consider trip Vegas . back sure . 
 Oct 15 2009 	 great location win slot ! 	 husband stay Bills 3 night . decide stay read review Tripadvisor . location perfect . check hassle free . room 420 great view strip Bellagio fountain . room clean bed comfy . plenty parking available . lucky $ 1600 slot Bills reviewer say Aussie tax 30 % still end $ 1120 ! ! ! 
 Oct 14 2009 	 great value money location can not beat 	 worth $ 49 night , bargain ....... great location , half price ticket booth foyer , join score free tshirt whole family fit ... haha ..... not eat victorian , food crap cold . go across road serendipity share entree ( enough food 3 people ) ... ask room even number , ( 474 ) view Belliago fountain extra cost . 
 Oct 12 2009 	 Nice Hotel 	 say , second time stay hotel . hotel good choice . location excellent . eat breakfast hotel ok . Housekeepers wonderful , leave cell phone housekeeper call let know . bed wonderful , hot water shower excellent . complaint hotel . stay . 
 Oct 10 2009 	 highly recommend want value money want centre action . 	 spend 6 night Bills early September find excellent value money , comfortable exceptionally well locate hotel . happy Bills actually cancel part book MGM Grand stay long Bills . spend last 4 night MGM still prefer Bills location value money . check fast friendly , although ' expect find bellman wait take bag ( although actually one ) . check ask even number room one good view . large room two comfortable queen sized bed overlook Eiffel Tower Bellagio Fountains . room clean huge flat screen tv . bathroom quite small , clean functional . room quite noisy night nothing pair earplug could not fix . room service fast , affordable friendly . drink bar reasonably price comparison hotel strip . also get 99cent frozen Margarita ' $ 2 hotdog – good value strip . eat ( " award win " – ' mind announce ) victorian Room time find food good reasonably price . like ( Americanised ) chinese food , make sure ask " special " chinese menu offer banquet style meal much cheap regular menu . almost always waitlist eat victorian Room , however never take long seat . stay hotel call room call table ready . also steakhouse ' eat . ' miss Big Elvis , although need see spiel begin get cheesy couple show . we feel safe secure Bills see dodgy character hang around . tix tonight booth inside Bills convenient planning day . ice machine every floor bottle shop ( side ) road like BYO drink . " Bills " perfectly locate strip bargain price . ' bell whistle big resort , clean , comfortable , walk distance almost everywhere Strip ( provide wear comfortable shoe ! ) . end long day , afford drink bar room less 2 minute Strip . highly recommend Bills budget , look value money , want centre action . finally , quick tip Aussie ' read review planning play slot Las Vegas . aware win $ US1200 tax 30 % . despite common assumption Vegas , tax able " claim " back upon return Australia . worry , odd anyway . good luck fun ! 
 oct 9 2009 	 Love Bills ! ! ! ! 	 first time stay Bills , gamble . can not beat location room actually nice spacious . problem noise either ( third floor ) . since location cental short walk thru casino room , nice able go back room periodically throughout day need . find gamble affordable table crew always helpful alot fun . can not miss BIG ELVIS live show ! love quite poplular . overall great experience plan stay next year time go Vegas ! ! 
 Oct 8 2009 	 always good Bills 	 Stayed bill 3 time past year , always look bill first travel vegas , cheap drink , great location nice comfy bed ! 
 Oct 8 2009 	 Perfect Location Girl 's Weekend Vegas 	 Bill 's Gamblin ' Hall & amp ; Saloon ( formerly Barbary Coast ) right smack - dab middle action Las Vegas Strip . corner across street Bally 's & amp ; Caesar 's Palace , next door Flamingo , Bill 's convenient everything . could even see Bellagio fountain room ! Las Vegas new elegant hotel amenity , price , Bill 's great deal . 
