welcome 	 spend 3 night Westin whilst trip friend . easy check room available despite hour specify check time . room 15th floor partial view Hudson . two heavenly bed indeed heavenly , affording good night sleep hotel . noise level minimal , room service excellent ( though expensive ) attention detail , second none . staff extremely helpful , courteous polite make we feel welcome . bathroom adequate need , toilet little low double head shower amazing . would definately recommend westin leisure break - location excellent sight shop New York offer . 
 great stay Times Square 	 Location excellent , right heart Times Square . accomodation come expect quality Starwood hotel . stay package deal stay two night , get third night free . great time . also , staff pleasant helpful stay . 
 enjoy back 	 love location wonderful service nice room . stay last four trip New York continue stay next visit . 
 heavenly stay busy city 	 opinion westin new york times square locate heart city . perfect location capture essence city within walk distance . once enter hotel , noise city go surround serenity . nothing top heavenly bed ! sleep like baby first time many countless nyc visit , feel like miss anything stay long bed morning probably rare situtation city vibrant . I enjoy stay would always come back . also try hotel part starwood program ny prefer one good . until next time , keep great standard : ) 
 Perfect Location New York City 	 get amazing rate Hotwire two day include Thanksgiving . hotel perfect location New York City . locate 8th Avenue 42nd Street , directly across Port Authority Bus Terminal . hotel entrance 42nd 43rd street make convenient . Westin step away cute restaurant 8th 9th avenue , well touristy dining option , attraction , theater street 40 , well Times Square . hotel attach entertainment complex call E - Walk include Chevy 's , Starbucks , Regal Cinemas . hotel lobby second floor , safe separate activity people street level . Macy 's parade , people stop get onto side street , hotel guest could easily make way 43rd Street watch parade 7th Avenue . view terrific ! hotel provide we list attraction Broadway show open closed holiday , well parade map . hotel super modern 45 story glass tower . try stay corner room , possible , great view city . 
 Great Location Safe Clean Hotel 	 take train arrive NYC 11:00 a.m. want go shop afraid would able check early . problem ! ! ! gentleman check - in friendly not hassle we bit early ! let we check noon go spend money big apple ! 
 great room terrific location 	 room comfortable large space comparable hotel . room quiet clean . 
 JEWEL NYC LOCATION EXCELLENCE SERVICE 	 Manhattan property ideally situate visitor New York City reason . short walk theatre , fine restaurant , Fifth Avenue Madison Avenue shopping , Central Park walk short cab ride museum attraction NYC . pleasure stay property multiple time consistently appreciate wonderful staff professional hotel go way polite succeed meet guest expectation . request staff tall order possible achieve . impressed General Manager often stand lobby greet guest watch first hand guest care make sure guest happy moment enter hotel . heavenly bed truly & quot ; heavenly & quot ; bathroom amenity quite nice . every employee make sure wish good day treat guest respect . hotel unique though many room , manageable guest feel warm cozy rather give cold impersonal feeling large hotel . wonderful able leave Broadway show able fight cab simply walk short distance hotel . though location outstanding , hotel even compliment location . 
 Great Hotel 	 come NYC Thanksgiving every year stay Westin . 's great hotel . room nice , hotel quiet great location . thing miss room mirror desk . 
 stay ! 	 moment walk Westin Times Square , greet friendly manner make feel like guest hotel . everyone come contact friendly helpful . room wonderful ! one side overlook street side could see Hudson . nice . room comfy cozy . one night wear walk do stay order room service . sat eat look view . nice . 
 wonderful Experience 	 Westin perfect New York getaway . get great rate , amazing corner room view . reception , Janice incredibly friendly , professional make sure feather free room make . location great - connect indoor complex include large movie theater , Starbucks , Chevy 's Restaurant , steakhouse bar hotel . hotel also contain fitness center spa . room comfortable size NYC , bed comfortable . altogether , fantastic stay ! 
 fantastic room - Outstanding service 	 want within walk distance almost everything , Westin Times Square good place stay . come Columbus Day week end every year enjoy walk Times Square , Rockefeller Center , even Cenrtal Park . mention restaurant theater . always warmly greet . like stay upper floor always get room fantastic view . bed comfy room comfortable . ' ve ask suggestion eat find location , not feel like inconvience . disappointment Shula 's closed . 
 NY Westin overnight destination ! 	 find Westin bid Priceline . since , stay hotel ! Westin provide upscale amenity room decor , , importantly family , service employee -- George , bellman Robin reservation . also , location phenomenal ! within two block theatre ! Westin ... simply , BEST ! ! 
 good experience ever ! 	 first trip New York stay two different hotel . switch Westin half way make sure amazing memorable experience we ! starwood prefer guest room upgrade spa room massage chair beautiful view . hotel close everything two minute walk Times Square . restaurant locate hotel across street ( even movie theater access hotel ) . hotel beautiful room , love Westin ! 
 accommodation nice although expensive used average cost NYC . 	 clean , comfortable room . excellent front desk staff . Great Times Square location . great conference room area . able take advantage Westin Promotion buy two night get one night free great discount . 
 everything excellent expect . 	 service great every level . room clean , smell good , clean every time return . Access Times Square Broadway , perfect . good service Shula 's restaurant ... 
 Nov 8 2009 	 desillusion ... 	 stay Westin Times Square son ( 31 ) three day . get room thru Hotwire . we grear desillusion : definitively 4 star hotel 3 star maximum . location bad part Times Square , near 8th av . ugly dirty , noisy see ugly people around . room clean , bathroom 4 star hotel ( plastic glass , shower old fashioned , decoration poor ) .It 4th stay NYC bad location . want stay nice spot NYC stay 46th Central Park , 6th Lexington . Times Square walk around , place stay specially choose west Broadway Westin . 
 Nov 6 2009 	 Westin touch - NYC style 	 husband take New York 30th birthday . Starwood Member upgrade lovely corner room face Hudson River . Decor modern w/ vintage edge . love bed ( ( comfy -- - like westin ) ) .. room spacious . great location - still Times Square -- close e - Walk . wonderful stay ! staff super accommodate . hold luggage later flight even check . window hotel panoramic ! ! ! Perfect walk around big city . would definitely stay future ! ! ! ! ! thank WESTIN ! 
 Nov 6 2009 	 great location . average high price . 	 one way evaluate write hotel return , see trace place leave memory . nothing special one . leave little interesting remember . room rather large , room bathroom clean . nothing decoration worth mention . number tv channel impressive . like lobby area conference facility . large cold , stylish . staff particularly nice ( especially reception ) . often case , experienced , large NY hotel . location good ( 43th 8av ) , many hotel area . find hotel expensive experience offer . 
 Nov 6 2009 	 great location - expensive Room Service 	 stay 2 night pre - cruise . hotel fantastic location ! arrive LGA via SuperShuttle get see bit city drive , include naked cowboy ! check breeze SPG Gold , receive upgrade corner room 32nd floor . book use cash point ( $ 90 per night ) stay quite affordable NYC standard . other say , location fab , close Times Square , Theatres bus / metro . starbucks downstairs big plus street vendor outside sell dog kabob ! first night , tired travel day order room service . burger , salad smoothie $ 70 $ 20 + add tax , gratuity service charge - lesson learn . ouch ! day 2 raining stop front desk borrow ( complimentary ) umbrella light blue swanky Westin design ! , great time hotel highly recommend . 
 Nov 6 2009 	 good hotel perfect location 	 Stayed Westin October 09 7 night . room 31st floor face hudson . quieter have expect night . hotel room clean daily , service good . desk staff helpful . hotel ideally suit Times Square whole city easily access subway round corner . overall clean smart hotel friendly staff perfect location . 
 Nov 6 2009 	 go Solo Traveller 	 stay hotel five night October 29 2009 book holiday two travel agent January 2009 . unfortunately due personal circumstance go alone . check numerous question travel alone might change room ... excuse .. ? ? still pay two people travel hotel . pledge 150 dollar credit card case use hotel facility etc . got room incredible view have tell would see ....... top air conditioning unit . room nice though although nothing really say much thing cost i.e . intranet , coffee , product bathroom . due way treat checked not take anything grant coffee free product also . go restaurant evening meal ... guess ? single person shove corner ... hmmm ... meal good though expensive . next morning go speak checkin staff help helpful male member staff . faith restore .... moment ... Everytime leave hotel would say good morning / afternoon / hello / goodbye Security / Porters ground floor . get response . ask direction ... mistake ... go bar one evening theatre , wait ten minute whilst barman continue conversation man sit bar . serve somebody else come serve . order room service one night . meal lovely . next morning leave everything room would tell . come back day table leave food outside room ..... 15 hour eat . finally take away 8 pm evening 21 hour finish . corridor not smell fresh .. last day service improve . helpful store luggage two porter helpful get taxi airport ... one even carry luggage next block . good point : short walk time square , clean , bed lovely staff extremely helpful . great location want go see one many show . bad point : seem gear single traveller , enough information , always feel though go back ask question lottery get member staff good mood . also room service automatic gratuity 18 % add bill state distribute equally amongst staff still tip porter bring room double whammy think .. love New York stay somewhere else next time . 
 Nov 5 2009 	 fantastic hotel fantastic staff ! ! 	 wonderful place stay staff go way make stay well ever , travel new york hotels live westin ! room fantasic clean great view . stay visit new york 
 Nov 3 2009 	 Superb hotel ; superb location 	 stay family break couple teenager October 2009 . absolutely superb location corner 43rd Street 8th Avenue heart Theatreland 5 minute walk noise , bustle sensory overload Times Sqaure . book hotel part package flight UK whilst Westin might expensive hotel area total cost excessive compare package see . large room two comfortable queen bed 37th floor fantastic view west city river . Travel Agent tell we would possible put rollaway bed room well hotel tell we possible double Queen bed – hotel ' fault Travel Agent give we duff info . otherwise room well equip big flat - screen tv , nice sized en - suite , twin - head shower , big walk wardrobe ( could do coathanger though ) , mini - bar refrigerator available request . also gym / spa hotel never use . staff speak friendly helpful . the hotel bar restaurant bit pricy ( $ 32 two G & amp ; ' – mind excellent G & amp ; ' ! ! ! ) several Starbucks multitude large small well - price restaurant within block ' walk distance . ' never big fan Starbucks UK excellent within day recognise arrive pick morning Lattes muffin . the hotel situate across block NY Port Authority Bus Terminal excellent bus subway link . Times Square express subway station 5 minute walk away . occasion use subway feel safe find clean efficient staff available help we route - finding go . start point city bus tour along 8th Avenue yellow cab constantly pass front door hotel . Central Park , Rockerfeller Centre 5th Avenue within 15 minute walk . several place offer bicycle hire unless experienced city cyclist ' probably good avoid unless certain area Central Park , Battery Park along riverfront . cycle Central Park 2 hour – awesome . top tip ? avoid Empire State Building . big queue get top look wire mesh . Top Rock ( Rockerfeller Centre ) instead – queue long view good probably well low observation deck protect safety glass upper deck open . try time visit sunset good view . Shame Chrysler Building partially obscure anonymous bank building . ' right time year join city - folk ice - skating plaza . take show . hotel heart Theatre Land . TKTS discount booth close ; alternatively head favour box office . see Billy Elliott . excellent . remember night city tour ' spend long day tour – get walk . cycle Central ParkThe City Pass look like good value – actually use . find could get well deal bus tour ' use preferred boat excursion long run ( despite advertise pier say ) . also provide basic entrance Natural History Museum exclude special exhibition – something realise get entrance . visit FAO Schwartz see actual floor piano Tom Hanks play movie " big " .Oh take Credit Card 5th Avenue 
 Nov 1 2009 	 Prime Location 	 hotel perfect location ! face Times Square , walk street ( block ) heart ! able walk everywhere ; Central Park , Empire State Building , Grand Central Terminal , 5th Avenue , Hudson Bay Piers , Theaters ... perfect . need transportation want visit Soho area , far walk . the hotel clean , although room vacuum check . let someone staff know , matter 15 minute housekeeping vacuum apologetic . four night spend room keep clean . it bite pricey , pay location . definately worth we . 
 Oct 31 2009 	 great location do not mind ' hectic ' . 	 stay 4 night , young child . Times Square 2 minute stroll along street . bed comfy . bath rather shallow could US thing . breakfast downstairs really good . 
 Oct 30 2009 	 43rd floor view 	 great , stay 43rd floor great view toward Times Square . bed extremely comfortable shower amazing . staff friendly attitude towards we polite helpful . hotel great location access Times Square subway . 8th Avenue lot reasonably price delis restaurant many souvenir shop . 
 Oct 27 2009 	 Great Stay 	 stay three night lap luxury . assign corner room nice view city Hudson River . hotel smack - dab middle hustle bustle Times Square expect street noise - even 16th floor ! room modern style bathroom nice . staff friendly helpful every turn . mark hotel good value , though use starwood point dollar price great . 
 Oct 27 2009 	 centrally locate extremely pricey good hotel 	 stay June 2008 week great location . 11th floor much view face old building . room modern average size . room service expensive quite nice . lobby bar nice manhattan everything extremely expensive . special occasion stay would pay kind money central manhattan . 
 Oct 25 2009 	 Nice 	 Junior Suite 30th floor - city view unremarkable ( turn many building tall - go figure ) . room large clean . ask fridge - get one cost . bed comfortable . bath large open . short ( none ) amenity - cotton swabs , shower cap , etc . shower two shower head sign say conserve water use one . hah . newspaper door - though sometimes find one near elevator . speak elevator - not get near one & quot ; ping & quot ; tell elevator enter loud . room safe large enough large laptop , nice . microwave . location great . 8th Ave . , front 43rd St rear 42nd St. skip one leg two subway station soooo close . go west 9th Ave , head north endless restaurant selection . starbuck ground level back ( 42nd St ) . breakfast pretty bad Shula 's - $ 50 two - oily egg / home fry - service great though . not try bar Shula 's dinner . reviewer comment neighborhood not great . hotel sit block two time square definately less pedestrian traffic near front entrance - still feel safe . back entrance lot people ( 42 st ) find restaurant attraction ( wax museum , Ripley 's , etc . ) . not food store nearby plenty delis pharmacy sell fruit , milk , etc . print boarding pass business center free . prepay hotel bill ( via Orbitz ) hotel still create temporary charge credit card $ 850 incidental 5 night stay ( tell $ 150 appear mean $ 150 / night - although math not seem work ) . Taxi $ 35 to / from LGA take 30 40 minute outside rush hour . 
 Oct 25 2009 	 Westin Experience 	 hotel fantastic , stay seven day never problem & gt ; . room clean daily basis staff polite . also prime location , 43rd floor noise limit . would recommend anyone . 
 Oct 19 2009 	 Never 	 wife , eight week old son NYC four night include friend 's wedding . pretty much everthing say hotel would edit . never say . fortunately stay not dampen love affair New York , would definitely come stay somewhere else . the highlight hotel meeting Tony Dungy elevator Sunday - presumably way tv studio ( NBC Sports think ) set NFL game day . NYC great city . definitley not sleep put London shame respect . come Boris , sort night time transportation system . highlight include cupcake Magnolia Bleecker Street , Doyle Doyle antique shop Orchard street . 
 Oct 17 2009 	 Great Location ... Unbelievable Staff 	 's typical Westin ... frill usually associate Westin stay . free internet access , little complaint say great place stay . can not beat location , West 43rd , 7th 8th . easy walk anywhere city easy access subway . great view . staff .. unbelievable , go way make stay memorable one . Business Center pay go internet access , use free need print boarding pass . room could use spruce , overall well hotel room NYC money . family enjoy , great view 45th floor ... window open little let fresh air , nice . would recommend hotel heart beat . 
 Oct 16 2009 	 Great Place Sleep city not 	 Times Square busy , congested area create tranquil , calm oasis midst little feat . Westin perfect hotel business . staff well train attentive , room spacious ( New York standard ) outfit large desk high - speed internet . gym ok room service average . often rotate among Westin , Marriott Marquis , Hilton Times Square W Times Square . would give Westin top grade among otherwise fine choice . 
 Oct 15 2009 	 EXCELLENT HOTEL SERVICE 	 Member Scotlandwe take time choose hotel think choose well Westin , service second none waiter security reception , special mention conceriege Melanie make stay extra special daughter birthday lovely birthday cake arrive silver platter , kind extra special we .. everything perfect lovely big room 3 window breakfast welcome get arrive hotel .. can not recommend hotel highly enough ... would return definate . 
 Oct 14 2009 	 wonderful Stay ! 	 love hotel . clean , deal book , receive free breakfast morning ! lovely . bed sooo comfy staff pleasant . thing dislike , dim lighting entry , ... wonderful place stay ! 
 Oct 14 2009 	 Great Location Modern Hotel 	 stay Westin Time Square 3 night good sized room 2 double bed . comfortable bed , modern bathroom , flatscreen tv , IPod dock station / alarm clock , in - room coffee maker ( could use something powdered creamer ) . centrally locate 42nd Street subway around corner numerous restaurant / bar 1 block 9th ( walk North arrive ) . allow we check early staff friendly accommodating . price high result time year anything . would stay comparably price hotel area . 
 Oct 13 2009 	 good location decent room . 	 family recently stay Westin Times Square SPG point . two connect room 34th floor . incredible view Empire State Bldg . Times Square . room 3437 & amp ; 39 . king bed double bed room . room size king room okay NYC double bed room little tight space . bathroom small little counter space , fairly new update obvious . work fine long weekend stay room much anyway . towel little worn hole shower curtain smell bad . bed comfortable . come change curtain request . location really good . corner 8th 43rd . impressed soundproof glass keep city sound night . 
 Oct 12 2009 	 staff great customer service extraordinary 	 want MIDDLE , place stay . 's truly reason review hotel NEW YORK CITY comment price , pay premium location . bell hops , front desk really accomodate first time New York City traveler . would go , yes ... would personally pick location little beat path , yes hub bub bite much small town girl . 
 Oct 12 2009 	 great location ! Excellant comfort 	 Westin locate right fray 42nd Street , right want ! close attraction without glare light ! room lovely , great bed modern bathroom . 
 Oct 11 2009 	 Modern Convienient clean 	 staff courteous . check - in smooth . able get early check - in , hold bag . room clean modern . small , standard NYC Times Square . gorgeous view . centrally locate . easy reach attraction subway . free workout room great . nice stay NYC hotel elevator fit 2 people comfortably not take 12 day get floor . problem teen use fridge store soda bring deli motion sensore . explain desk remove charge use room snack . would go back tomorrow time . room pricey , Times Square . get great deal Travelocity . 
 Oct 11 2009 	 Great Hotel recommend 	 excellent location - 2 minute walk Times Square , across road subway easy walk distance restaurant district . good sleep ever hotel , bed comfortable noise hotel outside ( floor 28 ) . think room spacious reading review NY hotel room . gripe powdered milk coffee , even UHT would well , still great coffee deli across entrance . if travel Newark Liberty would recommend Airport Express bus $ 25 return . drop opposite hotel Port Authority , ticket purchase bus info desk baggage reclaim . will stay return . 
 oct 8 2009 	 Nice hotel near Times Square 	 be compel ( want ) Times Square Westin within block feel remove noise confusion immediate street Times Square . room nice comfortable . bed especially comfortable . 
 Oct 8 2009 	 GREAT HOTEL - in center everything 	 Hotel clean , spacious . expect tiny room give city location . not , close many activitite great restaurant . would definitely go back ! 
 oct 8 2009 	 Great Location 	 Westin comfy centrally locate . be block away Times Square tuck away hustle bustle Times Square . room large clean . view though , not care really sleep not much else . amenity great ! 's bit pricey shop around online find good deal . 
 oct 8 2009 	 Excellent staff 	 great staff , close Times Square , overprice even beakfast include . 
 Oct 7 2009 	 Service 	 hotel perfect location - central without directly Times Square . close 9th Avenue explode wonderful restaurant bar outside usual tourist trap . especially pleased service . able get room extra early arrival day throughout two night stay , front desk folk extremely helpful pleasant . one morning news stand hotel close ask could buy newspaper outside hotel . immediately security / bellman ( ? ) take back front desk , disappear moment hand nyt - even refuse accept payment . room gorgeous view River . definitely great place stay either business pleasure . 
 Oct 7 2009 	 Big Deal Big Apple - Poor Location 	 want middle New York 's touchy Times Square area , 's associate street trash crowd , hotel . but give many desirable location city , Westin might well go step street . first , Times Square . surprise ! like Florida hotel say & quot ; beach & quot ; actually block ocean , hotel couple block remove Times Square , make difference , corner , jam among neat little attraction Cheetah Strip joint next door dozen Eighth Avenue slop shop . true NYC Hotel fashion , ground floor nothing security stop escalator take one level check restaurant . help keep local riff raff bay , make find hotel tricky , even old New York hand . walk 10 block Penn Station , think Times Square stumble around look hotel not . poorly mark , place even cab driver not know about . the room , often case NYC , small would like W minimalist decor fine , bath small stainless steel sink , ( la federal prison design ) , little available counter space . stay lot less expensive hotel work space bathroom . desk top area room glass top plenty work space though excellent electrical access multiple charger computer . fine feature wish hotel provide such . WIFI cost $ 15 day , give rate , free . room coffee Starbucks , nice touch time Starbucks store serve instant coffee ! ! ! double head shower bath nice . quiet room except inevitable door slam corridor . window view nice roof top view Empire State building . staff polite accommodating . I would give hotel 7 8 scale . if need theater district access , probably fine , would seek well deal different location make selection price . 
 Oct 6 2009 	 great hotel great location 	 get really great deal via Priceline Oct 2 3 . hotel right across subway entrance get hotel train . quick check - able get room 11 am- room 24th floor . good size , nice bed , lot pillow , nice , large bathroom . quiet- noise neighbor , maid come day straighten ( besides cleaning room ) concierge helpful . 
 Oct 5 2009 	 International tv lot tv Pornography 	 return annual month 's vacation US & amp ; Canada . stay Westin Boston 2007 year Times Square NY . nice hotel 2 interesting observation - 1 . never pay price want / need internet well use starbuck cheap Holiday Inns 2 . recognition 20 50 % client non US tv outside US - plenty Pornographic tv interested . be comment visitor hotel group 's accountant ? 
 Oct 3 2009 	 great location may return 	 Westin great location proximity Times Square , subway stop , many Manhattan location within walking distance . unfortunately say hotel fall short many respect we . first , reservation request pillow comforter , room arrival . ask remove maid pull comforter , leave bed shamble . rest room partially clean , day leave we without coffee , towel , bed pillow request replace . next leak , dripping shower head also squirt water side turn . take two day daily request get repair . staff contact pleasant professional , seem communication department lack . use Starwood point stay Westin , could not help wonder something service receive . Westin usually one hotel choice , may one avoid future . 
 Sep 29 2009 	 Reception lady save life ! 	 company book room arrival . learn arrive hotel 11 hour flight . exhausted . young lady reception see shape decide divide large suit 2 room . never forget . 
 Sep 29 2009 	 Good Free ! 	 stay point . many point , not get usual amenity Starwood . beg question , hype Gold / Platnum , service universal . much cost provide bottle water valuable guest ? not paper deliver door , 99 % starwood ? oh yeah , club either . I would pay high price stay , treat like someone street . on stay . check pleasant smooth . give nice room high away noise . we issue get extra coffee , turndown service , towel , overall good stay . great location play show , there . Times Square tourist trap pass thru quickly ! last , orderd limo trip LGA , dumpy taxi . nice clean , smooth ride . use Carmel . $ 33 , plus toll tip . 
 Sep 28 2009 	 great location 	 39th floor , corner room - great view river surround building . we could not ask well location - 's 2 minute foot Port Authority , 4 minute Times Square Theatre District , 30 second nearest metro station 's surround load place eat . do bring laptop be plan use computer - business center charge $ 0.50 per minute . believe room free internet ; do . room service speedy staff kind efficient . our complaints:1 . unventilated bathroom : not fan window showcase window air circulate smell bit fishy time come room . suggestion : replace bathroom window click - open window rooms.2 . old bed : obvious legion guest sit bed eat watch tv , section bed one 's shoulder back rest sink lumpy . rather difficult get good night 's sleep old bed - 's clear stop heavenly bed year ago . suggestion : lie bed regularly replace immediately not meet heavenly standard . 
