Best 	 else celebrate 21st b - day Las Vegas . try decide hotel hard many choose , glad one pick . lake view room beautiful watch fountain view strip mountain background . room fully equip everything could need want . hotel wonderful scenery lot detail . spa one good hotel offer many amentitie . tour hotel recommend hotel beautiful relaxing not feel like mall like hotel make feel . casino nice food little pricey never hungry complaint want place quick bite eat variety something choose , everything expensive strip . 
 romance retreat package Bellagio highly recommend ! 	 truly memorable package offer Bellagio . check Bellagio web - site info . 's splurge night , well worth . BF enjoy fantastic service , limo transport VIP check - in , couple massage ( Mike intuitively know exactly sore spot ! ) , magical dining experience Picasso ( BF stop rave fallow deer ) , stunning Cypress suite ( love & quot ; & quot ; & quot ; & quot ; ensuite incredible view fountain panoramic window ) , imagine well experience . order room service breakfast , deliver promptly , tasty . negative comment include call make housekeeping check suite . ensuite in - lay carpet center marble floor , carpet clearly vacuum , cover hair . quite noticeable disappointed obvious lack housekeeping . housekeeping send someone immediately vacuum , rest stay seamless pleasant . favour book package disappear . 
 amazing college graduation gift trip 	 husband deliver promise take 2 daughter trip Vegas . trip plan September take 3 day US Thanksgiving holiday . husband travel throughout much world stay many top rate hotel . Bellagio suite ( exact name ) far comfortable room ever stay travel . full sized living room dine table family . room include bath section plus powder bath . never see suite room like Europe ! book deluxe lakeview room daughter could happy . we eat Jasmine first night . music play Bellagio fountain amaze sensory experience . miss stay hotel . last night eat Olives restaurant ( spectaular ) forewarn pricy . want see Cirque Soleil & quot ; & quot ; theater wait arrive . Book least 2 week early want good seat . 
 can not wait go back ! 	 husband stay Bellagio one week November 2009 . first ultimate spot strip . good view ( get lakeview room highly recommend ) center & quot ; strip . & quot ; hotel spectacular . couple minor thing update room around hotel size hotel amount people pass day ( thousand - no kidding ) look amazing ! check - in take 15 minute move rather quickly many people line . huge resort people world travel see , , not expect one arrive . staff work hard accomodate hundred people time . anyway , room service great , twice day . 's wonderful come back brunch dinner bed make . take full advantage service hotel provide , barely lift finger . long week lot shopping bag hotel gladly bring box room pick wewere do ship Business Center . People complain smoke hotel , hello , Vegas 's Casino - what expect ! 's perfectly quite room never get disturb . in - room Dining fantastic reasonably price luxury hotel . one fear room double book b / c read problem Bellagio occasionally . assure upon arrival would never happen sure enough rest dinner 5th night someone use key get room . luckily lock door . speak manager , nice apologetic . not look comp anything b / c really want inform situation . give we new key make sure not duplicate . later night receive message front desk say remove charge room service order . make we feel little well b / c way handle situation speak we face face . , ridiculously large resort many people ( tourist local ) pass , can not expect 100 % perfection certainly everything accomodate make stay pleasent possible make fault . Buffet great breakfast dinner twice b / c food never really change . warning : buffet price double weekend . noodle great asian spot lunch Sensi fabulous dinner . recommend surf turf Sensi . flavor incredible . Fix restaraunt great atmosphere entree flavorless skimpy price . enjoy eat good food afraid spend good meal Fix favorite . almost every night enjoy Caramel Latte Gelati Gelato Cafe near pool - it happen foot past guest elevator . speak guest elevator , security standing make sure key access . make feel much safe big place . someone assist everything . need taxi line outside hotel time , well hotel . call concierge whenever need ticket show , reservation restaraunt easily take care thing we . saw & quot ; & quot ; Cirque De Soleil Bellagio make easy get seat right away . assign seat , , wait heavy line push . fantastic show color , music amazing talent . also see Zumanity Cirque De Soleil New York , New York b / c love & quot ; & quot ; much . zumanity adult show 18 + fantastic less acrobatic comedy . need open - minded shy one . also , get couple row back show might get WET & quot ; & quot ; pick participate Zumanity . also , call concierge front desk , answer phone name , save trouble give information . the Conservatory gorgeous themed season . great spot take picture since color jump . always someone clean around hotel tell well keep 5 star . visit hotel step back Bellagio , realize incredible atmosphere luxury hotel . fountain pride glory give amazing feeling . worth watch show outside terrace inside lakeview room . go top Eiffel Tower see fountain breathtaking . overall , ultimate place stay Vegas . People know Las Vegas , know Strip expensive place stay , eat , play shop . visit Las Vegas Strip finacially challenge . cost much planned . gorgeous modern hotel view location . can not wait visit Bellagio soon . 
 amazing ! ! ! ! ! 	 stay one night end 4 night stay Vegas friend . check quick easy , put floor friend . room amazing , clean , big bathroom great . room deluxe lakeview room massive window overlook fountain beautiful . six us room bottle champange watch fountain dark music t.v . say one good night ever ! ! ! ! ! sad one night end . would deffinately stay next time ! ! ! 
 High Expectations meet ! 	 perhaps unfair Bellagio expectation high arrive maybe fail appreciate quality hotel . expect , everything superb - bathroom view favourite feature . stay Spa Tower initially put - off constant drooning noise 26th floor . quickly relocate minimum fuss go great experience hotel . everything perfect extra thing hotel appreciate - indoor garden freshly make crepe highlight we . hotel much another casino room famous water fountain never fail take breath away . 
 ocean 11 	 Pool area fantastic , room fantastic , choice resteraunt good , fountain spectacular , location fantastic ( place walk distance ) 3 day enough vegas . 
 Beautiful Place Horrible Service 	 design decoration stunning , lack customer service stun five star hotel . every staff member come contact rude , curt plain unfriendly . work hr see type behavior , make think come top . 
 Bellagio - Las vegas 	 lovely hotel twice would go . 
 great poker room 	 go play poker vegas . great hotel reason . overprice . fountain amazing 
 easy like.look deal 	 able get good deal due time travel book way advance . even though check early front desk madhouse get room right away . dump bag take friend . easy catch cab hotel / casino not want walk . enjoy leisurely late lunch cafe , enough food need snack rest day . you place hang besides casino . Felt luxurious , overdone hotel see Strip 
 Beautiful expensive 	 Bellagio impressive entrance lobby lucky enough pay suite not spend much time jump massive check in / out queue . experience Bellagio great afford look bill . restaurant inflate price shop . service good though . 
 fabulous - cheer check staff though ! 	 negative check staff beyond miserable get give room spa tower likely able hear maintenance noise . complain though move main tower . view lake bellagio immense bed incredibly comfortable . great central strip location . housekeeping staff brilliant . 
 Loved ! 	 stay standard room fountain view . know not room long , ... view ! lovely , spacious room . big comfortable bed , big bathroom etc . awesome location middle strip . buffet breakfast bit much , dinner great . make sure try Noodles restaurant .... yum ! overall , great stay would certainly stay . 
 great ! ! ! 	 great shop love fountain show .. eoom service horrible overprice 
 View Fountains 	 hotel whole fantastic , classy ... room view fountain get old , bed small , could hear next door neighbour bathroom . view fountain room spectacular . stay previous year new wing , room heap well , new not hear neighbour . also great view strip fountain room . stay would recommend part hotel . 
 Perfect stay 	 stay Wynn Parlor Suite 4 month ago , bit worried try Bellagio , fear would disappoint . fortunately fantastic week - end ! request pick - up airport , standard Bellagio Limo , offer hotel . make reservation 1 - bedroom penthouse lucky enough upgrade huge executive suite ( 233sqm / 2515sqf - 9 phone - 5 flat - screen tv small one bathroom 60 & quot ; one dining room ) locate Spa Tower . view bedroom nice ( towards Paris & amp ; lake ) great living room ( back hotel train station / City Center ) .We access executive lounge ( long queue ) line pass . breakfast buffet fabulous , impressed décor . use minibar complimentary ( know favor thank Amex Centurion ) .Overall would say public part less impressive Wynn , walk lot . situation Strip unbeatable , value much high ( depend season guess ) .For wonder possible enjoy swimming pool late November , least 2009 yes ! several pool close still one , large enough , people sunbathe swim . 
 Nov 18 2009 	 luxury 	 come small town Wales stay hotel like find oneself diferent world . awesome ! 
 Nov 17 2009 	 much improve 	 husband make annual trip Las vegas Oct 6 - 9th . always stay Bellagio , fav . upon last visit , notice customer service really decline . everything else , Cyprus Suite , Michael Mina , Olives , spot , limo service , pay serious problem . big issue resolution thing easily fix . thing like housekeep believe room lounge , thing miss room . could go , would take long . this visit much improve . Lakeside Penthouse suite . highly recommend , provide hit sale rate , . Le Cirque still one good french restaurant eat . recommend seabass braise leek . Michael Mina / Joseph Phelps winemak dinner , superb . wine nuts , insigna wine spectular . please attend wine dinner , fabulous . olive good lunch . improve , Executive Suite lounge checkin . Bellagio catch Skylofts Wynn Tower Suites TIME . Limo , however still never show , compe dinner , survive . much well last stay . almost good 1st . lastly , eat Mesa Grill . frankly , Bobby Flay seem jerky , make damn fine food drink . 
 Nov 17 2009 	 5 - star hotel w/ disappointment 	 first let say : bellagio gorgeous hotel . treat stay husband 's conference . let tell thing find : pay wireless internet service ( $ 25 24 hour ) , pay use fitness room ( $ 25 ) , coffee room ( cost $ 5 cup cafe ) , complimentary breakfast night 's lodging . fortunate enough wealthy , worry . splurge special occasion , ! average income folk like we , stay somewhere amenity include come visit Bellagio . cost nothing watch fountain outside visit conservatory inside . 
 Nov 17 2009 	 think 5 star would .... fix ! 	 husband check Bellagio 10:30 sunday . not think room would ready yet- find we one . ask want king 2 queen ? say whatever well view ! say fountain view room would extra $ 20 per nite . oh well- say not mind low floor could put we room ! say cool- remind need fridge insulin . say would send right . go check room 620 11th floor . far elevator walk lobby long ! ! ! even worse later pull suitcase parking garadge room ! ! ! room lovely = ) kingbe nice linen . room also desk chair big armoire tv mini bar bar accessory , also nice size table two comfy chair . bathroom nice marble- seperate tub shower- two sink toilet ( room nothing seperate ) two robe hang closet ! safe narrow- would hold mini laptop . camera wide fit . view paris bally FOUNTAINS ! excited = ) soon housekeep staff bring fridge plug set us- dh tip take spring preserve.when come back later someone take fridge ! ! ! long run around finally get fridge back- could put med away- great start . that nite go bed wake around 3 eeeepppp , eeeeppppp , moment think alarm nearby room go ! ! find earplug ( thank god ) go back sleep ( could still faintly hear well nothing ! ) next night go bed thing happend . 3:15 was- go wall wall room ear wall try find direction noise comming -- construction outside ! ! well could not sleep that- think maid throw away earplug ! toss turn alarm go off- need check get airport . go check make point let girl know problem - fridge disapeare - construction noise , etc ... appologize profusely take one nite bill ! thankful kind compinsation . thank much . not know would stay . not see 5 star . find another great deal would probably take - think . 
 Nov 15 2009 	 last century 	 know hotel build last century feel completely old hat ? really ' think everybody drool quite much . yes fountain lovely location great ' . carpet bedroom dirty , towel bathmat stain , whole room never feel particularly clean . carpet badly vacuum arrival never really improve 10 - night stay . sticky mark tile outside bathroom mean could walk barefoot . toiletry supply mean point depress : one small bottle shampoo , conditioner body lotion day - bath gel despite Las Vegas water bad world - mean husband fiddle transfer wretched little bottle bath shower every day . the tv room practically antique nickel dim tedious word : $ 15 day WiFi , $ 15 day fridge , $ 50 day dvd player . need fridge one room stuff overpriced junk weight much sneeze ( well might give amount dust room ) ' charge lot . also want watch dvd Honeymoon Las Vegas ' went buy dvd player $ 29 take home rather give Bellagio $ 50 day ' use one . despite fact hotel staff know wedding honeymoon level well give inch , even request late check couple hour . , trot automate machine - gun response , ' full need noon ( flight 20:30 ) . hear return room , husband call front desk quite snottily demand word duty manager , must say great immediately grant we 3 pm check - out hugely appreciate . but - problem - depressingly mean drearily slack sum impression Bellagio . hope arrival Mandarin Oriental December bring asian standard hospitality shake whole shabby old , penny - pinch Las Vegas ( Bellagio alone among 5 * hotel purveyance low standard , fact none other well present ) . 
 Nov 15 2009 	 good bad ! 	 stay Bellagio 10 day , third time Las Vegas , second time Bellagio . say Bellagio , bright , spacious clean . room fine , , much time spend room ? buffet usual standard , plenty choice , problem queue . Café Bellagio , bit disappointed time , one meal great – watch Beef consommé vegetable – taste ! pool busy , plenty bed towel everyone . pool service good , want good spot get early . much like anywhere else , bed reserve people show , least staff go round free bed . now downside , think reception staff general poor , check- , male receptionist look we trodden something . talk hotel , mention anything , be well know go ! also night ready check , check bill , find error , go reception stand 30 minute queue . know be like interrogate , discussion take error make point would check . know probably customer try scam , give people first benefit doubt . in general , enjoy stay , feel last time stay Bellagio , general malaise place , customer service away priority , huge difference last time stay . feel , want special number room . next year stay Wynn Encore Venetian / Palazzio customer still king ! 
 Nov 14 2009 	 great -but good venetian 	 think great special occasion feel prestige money . say venetian price seem edge excitement factor feature casino . the room standard Venetian also well bellagio pool area good hotel ' ve visit unless want lot noise action . tuscan style building poplar tree mosiac tile pool beautiful . Fontana lounge good live band play good dancing music non rave type crowd . complaint hotel twice price hotel also great difference be not really worth short visit .. 
 Nov 14 2009 	 5 Star Hotel 1 Star Service 	 stay Bellagio 4 night really look forward . buy vacation air / hotel package MGM·Mirage Vacation website perfect . ask 2 bed , non - smoking lady front desk kind enough give we smoking change ( speak many ) different room . another problem encounter light phone ( message ) turn night talk operator day long . the hotel good , casino probably good town . term service , people front desk helpful came ask different service , keep point we one direction other . the staff everywhere world Buffet good varied , service though buffet horrible . not care comfortable , want fit . make uncomfortable see one server ask case question . 
 Nov 13 2009 	 5 Star experience hope 	 check midnight . check - in clerk barely offer welcome give we occupy room opposite end hotel away everything . upon return front desk correct , tell wait check - in line 6 party long 3 available clerk . reach front line , wait another 20 minute tell would compe breakfast give large room - handicap accessible . side hotel everything could easliy reach . however 2 queen size bed pay , amenity towel set 3rd person room also pay . bathroom plumbing leak adjustable make - up mirror hung broken wall . light source combination low watt recess light desk lamp . 3 7 work 1 fix call front desk . 1 2 bed plush comfortable motion bed , second looked feel like sofabe matress . demand another room , family guest cold exhaustion could not bear uproot . entire pool area close 4 p.m. leave quiet outdoor area available relax in . the lunch buffet start pull food item 90 minute end begin set - up dinner leave empty . embarrassed weekend trip gift aunt cousin celebrate birthdays . make day manager aware experience upon check - out compe 2 day internet service ( $ 28 ) . nice gesture , however certainly worth disappointing experience . would entirely happy receive pay for . the ground amaze dancing fountain miss . concierge desk useless offering direction suggestion , front entrance personnel taxi stand bell desk exceptional . seem positive experience stay could enjoy anyone stay another hotel come Bellagio check . 
 Nov 12 2009 	 Best Birthday experience 	 decide take trip Vegas 32nd birthday . amazing girlfriend decide surprize night stay sunday night . walk room first time see view strip , lake fountian , grab girlfriend give big hug kiss . thank great gift tell could not stay one night . pick phone call front desk check rate another night could not pass book monday night . Tuesday morning come around , say can not leave yet , book yet another night . room beautiful large soft bed , flat screen tv , marble bath . oh view ! ! ! wow ! ! could watch fountian large floor ceiling window still hear music tune channel 222 tv . facility beautifully decorate , lot attention detail . pool area stun multiple pool hot tub . great enjoy cold Blue Moon relax hot tub . enjoy great breakfast open air pool cafe one morning clean hotel ever stay . service friendly prompt request . suggest place everybody talk travel . return Vegas book Bellagio ! ! 
 Nov 12 2009 	 everything hope 	 never ' turnd ' bright light Las Vegas decide kid come along well give go travel direct Virgin . the Bellagio must admit hold high expectation eye know would hard match expectation ....... some . we arrive lobby control , people everywhere turn check - in reception team act people lobby talk person irritant needed deal quickly possible . guy friendly , informative interactive we anything ..... personality ! ! room ( even though book standard room ) clean spacious , bathroom shower cubicle seperate bath standard pleasing . as always minibar overprice welcome ...... restaurant try good , breakfast buffet everything could want hungry greedy ahve good time ever ! ! also try FIX restaurant great , service , food wine perfect . not much else say , casino other croupier much less chatty place , also less inclined help give advice ...... guess novice ! ! oh fountain superb ! ! summary - class , genuine top class hotel . 
 Nov 11 2009 	 Las Vegas 	 Del Friscos 's fabulous , , , although really look forward crab leg serve cold ... use eat hot . Bellagio Spa fabulous enjoy hot tub steeam room , facial get leave little bit desire . well one home . 
